 	ho	rotto	una	bottiglia	</S>
è	0.271304812	0.480696642305	0.0040615391	0.1748001794	0.069136904135
g	0.217913445333	0.540125190768	0.0465399447	0.166129612733	0.0292918834683
l	0.203308068444	0.529334723589	0.0882331849	0.163150958172	0.0159731156894
a	0.309130132815	0.561293411196	0.0691702363	0.0545969853517	0.00580928046313
s	0.337423344605	0.460844977065	0.169759543433	0.0184120777072	0.0135600968544
a	0.161124907202	0.585254999022	0.230281561144	0.0063114409524	0.0170271489515
m	0.278352421067	0.457710059674	0.184879863715	0.0525391881441	0.0265185243172
i	0.300405093689	0.372276659891	0.217532397905	0.0700776807147	0.0397081911057
a	0.125193696163	0.39254997663	0.296115945968	0.0665513982382	0.119588968702
b	0.0947865669877	0.406054535543	0.267123545323	0.0680009037461	0.164034432901
u	0.0893515589959	0.366881959848	0.213466365108	0.204729745582	0.1255703643
t	0.0358131239986	0.137525576683	0.166369388469	0.331887495194	0.328404404767
t	0.0143464669995	0.061843806961	0.0851557162563	0.425660578398	0.412993418256
ì	0.0074150048665	0.0572780283203	0.122462512085	0.593803169466	0.219041299419
g	0.0517722328222	0.0442049304401	0.112586476028	0.624954483155	0.16648190314
l	0.0673691144407	0.02187817848	0.048390102676	0.734637177718	0.127725437213
i	0.0286879183136	0.0306590234933	0.119124309559	0.604815162573	0.216713575238
a	0.0138785929789	0.0306708253644	0.13958395952	0.256331619191	0.559534958413
</S>	0.00695711180095	0.0157126239822	0.07136047426	0.154365102096	0.751604629206
