 	l	ho	sentito	che	veniva	</S>
o	0.461084808218	0.00231399535	0.49774866184	0.00280491815	0.0153193766285	0.0207282439438
n	0.153712746027	0.0170034729167	0.523365660613	0.291124697717	0.00511242744984	0.00968101161043
ì	0.0513366626513	0.0345350699722	0.515512626871	0.390806546239	0.00178937030462	0.00601972381014
k	0.0223105317171	0.0275293923241	0.632814768957	0.307042665746	0.00825044210154	0.00205219470471
u	0.0570868319057	0.263974631775	0.376473410652	0.291424416582	0.010320691037	0.00072000177557
s	0.0636083084586	0.353448177258	0.183846071217	0.389052413527	0.0035692615988	0.00647574830452
a	0.0225928825095	0.165409742419	0.268899813739	0.533319604509	0.00135500939293	0.00842293131817
k	0.0103258873698	0.089337116673	0.266794937246	0.333872526503	0.294215692074	0.00545381565606
a	0.0148003781233	0.0490405754243	0.113244411749	0.266021653834	0.540918077358	0.0159749138854
è	0.0151057045244	0.0354424661481	0.0542315335397	0.216765272478	0.639306235786	0.0391487796285
r	0.0055975788248	0.0123041482894	0.0184167644699	0.0740644591927	0.853334261929	0.0362827256095
k	0.0358872544416	0.00849671666313	0.02828516849	0.109612640231	0.797863653976	0.0198545386032
a	0.0819444398139	0.0470773235544	0.0503180234967	0.213119676744	0.550852511325	0.0566880155344
t	0.0663279102713	0.0581846742848	0.0409814701656	0.176535656915	0.583143910442	0.0748263771781
o	0.0263478597571	0.0345400131949	0.0278490823885	0.156216880305	0.629875966814	0.125170211059
</S>	0.0154183438785	0.0365494995975	0.0273115271943	0.205146250152	0.521637058407	0.193937320529
