 	se	vuoi	vivere	non	essere	grasso	bisogna	mangiare	poco	</S>
a	0.32974370154	0.081416052	0.445679731	0.0142797108	0.0072275503	0.0334355236015	0.0289375816921	0.002828649355	0.0462854577717	0.01016600015
t	0.127447528207	0.236191039333	0.464334390333	0.0200217284667	0.0480184399667	0.0139866432682	0.0097152758688	0.042737939355	0.015440466105	0.02210654415
e	0.0625390113023	0.524737363111	0.227948176778	0.0249009951556	0.0619565430222	0.0075038989429	0.003307715344	0.056019527956	0.00515779546587	0.02592897085
l	0.0297305783341	0.45966669437	0.157398157259	0.0225807950519	0.0448902840407	0.114907237834	0.0173677639924	0.11633333749	0.00199407051949	0.0351310930833
ì	0.175312782111	0.242068411457	0.16715741742	0.0272647043506	0.0399233053469	0.150717994849	0.0220765476755	0.13647884856	0.000972861308163	0.0380271808278
s	0.21964787527	0.277278863819	0.232816162473	0.0796498941169	0.065237922449	0.0506343888207	0.00751922997983	0.05112724825	0.000495564271054	0.0155929058759
i	0.08130298299	0.41499975794	0.236408190824	0.140178768039	0.076567035483	0.0172766636569	0.00265003996094	0.022636659941	0.000308867931018	0.0076710643153
n	0.0340345425967	0.421530689313	0.202785053608	0.118148308346	0.0668084598277	0.0107889186356	0.00284023111131	0.0943541211713	0.000158376157673	0.0485513146618
a	0.0240786557989	0.338934376438	0.194458294536	0.178279981782	0.0719874232759	0.0086781939752	0.00291794968577	0.118293952194	0.000112613604224	0.0622585695806
z	0.0227354245996	0.241068715146	0.142604052845	0.187831036261	0.043340251092	0.0493211407551	0.0453893386439	0.201703429201	0.00117520504641	0.0648314245535
ì	0.125253967533	0.137121824715	0.142375762282	0.139287741087	0.0347666586973	0.0631371936517	0.0601701767813	0.229807122234	0.00192270188214	0.0661568792845
s	0.167894732511	0.160416964905	0.159948750761	0.180591373696	0.124170844566	0.0332101636172	0.0270165694938	0.103720234911	0.00972992422738	0.0333004648615
i	0.077693765837	0.157345768302	0.112649733587	0.334103257899	0.182957324855	0.0239937244391	0.0160856365646	0.0614571068503	0.0119607728125	0.0217529518038
n	0.0405667229457	0.125573006101	0.0846405298623	0.330251800966	0.118662977618	0.016584871713	0.0106468805882	0.248070049163	0.0048535980075	0.0201495834513
a	0.0245654579819	0.0909303937003	0.0594490632874	0.352536561989	0.112147761873	0.016224029571	0.0115042838627	0.310457184441	0.00253117591917	0.0196540612171
m	0.0230257746606	0.0475039165668	0.0463459647625	0.35360078633	0.097740926291	0.092655542857	0.0100442386209	0.3169774962	0.00426550022306	0.0078398598057
i	0.0200765505535	0.0273459708556	0.0489551772542	0.277743847777	0.130242947764	0.136395308952	0.024232678207	0.324417347733	0.00587527764102	0.00471492566857
n	0.0156915348512	0.0237201732852	0.0413182170847	0.253548625926	0.140813296588	0.0858942276507	0.0489577727357	0.332199364911	0.0154135711137	0.0424432316229
ì	0.0223361836171	0.0237005147617	0.0444325170282	0.165862518642	0.110740599529	0.0524994222169	0.0562416669119	0.340284073637	0.0701030310379	0.113799477208
s	0.0294003748724	0.0310675662539	0.0460092516761	0.145814539547	0.11862820651	0.0727582604056	0.104374648304	0.188829503212	0.152273033679	0.110844616736
e	0.0236401289575	0.0331976167513	0.0234604642254	0.151325823182	0.169461745503	0.0966511001352	0.190469636101	0.133196991737	0.12799993696	0.0505965334453
l	0.0202633173192	0.0239337172504	0.0166499644085	0.144772752727	0.169992514834	0.173690550045	0.160791186367	0.183106937912	0.0869934180533	0.0198056016818
i	0.0168255748731	0.0168976864168	0.0120143561362	0.105385279242	0.123360371278	0.200817453348	0.234852019789	0.204444974971	0.0751006320178	0.0103016247606
p	0.0120912897244	0.0145984524723	0.00947090471207	0.090961757414	0.106311012159	0.156600061116	0.25309685393	0.271364030657	0.0706242466726	0.0148813627869
a	0.00895427014147	0.0093144168241	0.00803587177069	0.053469132138	0.053199712453	0.165390070372	0.307768728643	0.307773763552	0.0691633302242	0.016930665929
r	0.00606120894716	0.00740858560803	0.00502676212356	0.0381337304793	0.0336993440843	0.107276919457	0.323990575214	0.218766037851	0.170460808075	0.089176019643
ò	0.00498806546905	0.00612852263601	0.00317526457452	0.0161600495931	0.0150796626281	0.046127357819	0.134523340738	0.185697239284	0.342170979358	0.245949556548
n	0.010218495643	0.00662068764534	0.00362497559151	0.0144336198644	0.0134940792094	0.0492886059397	0.122372483579	0.116410621761	0.437807946453	0.225728518183
g	0.0275279062143	0.00878669921511	0.00323774659717	0.0122438097548	0.0142540540698	0.0856911833132	0.115208354526	0.295960452587	0.352036778818	0.0850530301277
