 	sta	e	dorme	nel	letto	</S>
s	0.4598722214	0.0661858935	0.050511537	0.19422225	0.21227762278	0.016930477
t	0.195298108067	0.186443617833	0.0655551376667	0.215756396667	0.24111517426	0.095831579
e	0.215396669356	0.408196742611	0.0503042768889	0.101645866889	0.109335265173	0.115121166333
c	0.182441667064	0.34419955687	0.0284751715296	0.037931615963	0.365867238811	0.041084714311
e	0.132851699634	0.34379226829	0.0395931787432	0.0165993926543	0.45138894907	0.0157745113703
p	0.127044689878	0.34949247543	0.0517773242477	0.0218910078848	0.429249375823	0.0205451738568
l	0.069838326626	0.155479399477	0.0465326460826	0.257625397962	0.429888755608	0.0406355202856
ò	0.0527604408753	0.264016074826	0.165336215361	0.332530285987	0.152257365203	0.0330996419952
n	0.0321950607918	0.284704404942	0.208941288454	0.133040781996	0.325430504734	0.0156879688984
n	0.0519697220973	0.143942518314	0.130379926151	0.262224990665	0.395717823578	0.0157650402995
i	0.0668691656991	0.201451202771	0.20244052205	0.352953730222	0.155328914193	0.0209564580998
s	0.0325013643554	0.190223101657	0.190600606817	0.177162843974	0.367961845731	0.0415502130333
t	0.0264850012408	0.082671332619	0.0794136150723	0.234704328558	0.457021863577	0.119703854344
o	0.0326675094136	0.138232308873	0.107380808357	0.349454336186	0.194908881192	0.177356151448
g	0.0194547801045	0.141452697291	0.102439574752	0.212889755495	0.363920648731	0.159842557149
r	0.0172470003348	0.0574365707637	0.0388731502173	0.170320755265	0.433652209577	0.28247032905
à	0.0171630733116	0.0340571195879	0.0258351544058	0.168636918422	0.428836243192	0.325471513017
t	0.0157913709705	0.0595148168626	0.0434701958019	0.072668551474	0.639766104397	0.168788980339
t	0.0530829903235	0.0846985006209	0.0605333166006	0.166542995825	0.500465754799	0.134676466113
i	0.0576223764412	0.063198321207	0.0490859348669	0.199313968275	0.322407848266	0.308371588704
</S>	0.0305602827206	0.0477833471035	0.0372585594335	0.106915018637	0.324234674133	0.453248144352
