 	sul	muro	vuole	uno	specchio	</S>
s	0.4748300229	0.0154124415	0.48736185385	0.0116438485	0.00639514755	0.00435667695
t	0.370058636233	0.0746742661667	0.516674482617	0.0212683881667	0.01139843385	0.00592583528333
o	0.611533525411	0.0937530785222	0.257605258872	0.0208233826222	0.00981529862	0.00646950532778
t	0.489908919137	0.155307535974	0.254321629624	0.0757112661074	0.02143436521	0.00331629610926
ì	0.427962717046	0.175585366025	0.243696479875	0.112850082036	0.0281087104033	0.0117966478031
c	0.398308440275	0.059054990575	0.130003576292	0.0802977973453	0.318745494468	0.0135897345277
h	0.371791814685	0.028035956725	0.116525298431	0.0661110604484	0.412978390089	0.00455752123757
o	0.404264488228	0.0297961989083	0.32285980281	0.101882784816	0.13847999773	0.00271674168086
t	0.178022982876	0.0246956453028	0.344022588937	0.133615464939	0.31612956501	0.00351375262695
è	0.092896561092	0.0431585661009	0.285472197646	0.198131281646	0.377076021803	0.00326540264232
l	0.228469937031	0.153078575367	0.283167749215	0.200860577215	0.132523980401	0.00189919799077
i	0.273041775677	0.323445218456	0.177210933072	0.176437009072	0.048826788547	0.00103827419359
o	0.122005461643	0.274113195969	0.107755736357	0.173291119691	0.311221818262	0.0116126723179
j	0.0407833155483	0.0919343043063	0.0424046566857	0.0922758185637	0.717372692754	0.0152292087393
a	0.0490475684328	0.187863980602	0.0320356514619	0.147165934855	0.566613082251	0.0172737832131
l	0.0517412975043	0.219403626984	0.0272196488973	0.156050398085	0.515057825417	0.0305272167377
ì	0.0173935806048	0.073365586598	0.0096520903091	0.0554373808283	0.508109854139	0.336041525579
</S>	0.0088465924174	0.036908224529	0.00552410855455	0.0289626329142	0.282328345569	0.63743011279
