 	i	bambini	non	si	vestono	da	soli	</S>
t	0.078521238	0.45783446795	0.064333435	0.183625296355	0.136585774284	0.05642709885	0.00729106212	0.01538162888
a	0.154329418	0.61522216265	0.0810292316667	0.0650647240217	0.0457406795505	0.02424985085	0.00729456142	0.00706936621333
p	0.226710599333	0.525961194217	0.0900968838889	0.0326301646739	0.0159031013502	0.03487485095	0.0588953811867	0.0149277927378
e	0.156819679778	0.622009798072	0.0673939346296	0.0210093462246	0.00578438697007	0.0336308805833	0.0760277156522	0.0173242197793
t	0.0695861065927	0.505659155024	0.0564495072099	0.0184864247415	0.00446978744336	0.0576218737944	0.0876103371407	0.20011680546
ì	0.103782368864	0.408274740675	0.0494590514033	0.0173644252472	0.00402478287779	0.0658903611648	0.0913907223222	0.259813546007
a	0.135961639621	0.495204020225	0.173216283801	0.0334788650824	0.0072250225226	0.0357462636216	0.0321684253827	0.086999487599
e	0.072993291207	0.349484240075	0.2777352946	0.101194325027	0.0147381368409	0.140405951207	0.0139104221276	0.0295383555763
n	0.0262326261023	0.168569493492	0.18475059775	0.0997337718423	0.012206079647	0.203497173736	0.0320001030425	0.273010163492
i	0.0143294697341	0.081995912964	0.2537936888	0.133152994114	0.00570321508233	0.120387979912	0.0366490903875	0.353987675197
n	0.0106134489447	0.054105723988	0.277002406033	0.147392111705	0.00626023786078	0.141005845304	0.0435389561692	0.320081279099
d	0.0378245386816	0.0296057303293	0.0943674855777	0.0583707529017	0.00655822822026	0.328952115101	0.0558118427231	0.388509316366
ì	0.0655828218939	0.0408252927764	0.0942899089926	0.128042059634	0.0484318500068	0.381778328367	0.0302238950744	0.210825865789
n	0.075272116298	0.0436216082588	0.120646987998	0.193350416545	0.0743977810023	0.326376032789	0.0805436685248	0.085791433263
n	0.109470975433	0.0411939810863	0.074608898666	0.125043350515	0.0400213445674	0.463485624263	0.101839804842	0.0443360437543
o	0.0933410284777	0.0501938016954	0.079241197222	0.168562981838	0.0292924514225	0.505498188088	0.0461991439473	0.0276712105848
t	0.0610971711592	0.0422773212318	0.0746671635407	0.169805509745	0.0234331076184	0.294250365029	0.283112514982	0.0513568811949
t	0.0553897520531	0.0282923950773	0.0265887601136	0.0604728410477	0.00964118001703	0.36386861401	0.380183692994	0.0755628137316
e	0.032208429351	0.0183584801591	0.0176707771712	0.0566694856826	0.0205691080057	0.59621399467	0.159933413665	0.0983763245772
m	0.0671976017837	0.0225786865197	0.0158634745237	0.0516779075709	0.0224035082132	0.444825891557	0.277962982555	0.0974899448591
a	0.0779206244946	0.0227219277732	0.0174776716412	0.1629173782	0.0539186306157	0.278535990519	0.310383864852	0.0761239416197
n	0.0290155313982	0.0101440365244	0.0157620625037	0.199875368787	0.0644069675006	0.202617275173	0.350777375617	0.127401413873
e	0.0117534687994	0.00543041431147	0.0104924591246	0.260658418982	0.0923868164622	0.133184420058	0.362596408772	0.123497633958
c	0.0299933652665	0.0332870345738	0.0100351754749	0.280944667914	0.101714718707	0.119905625353	0.369518603157	0.0546008433193
h	0.0500463450888	0.0431166923913	0.00826460292497	0.110120128558	0.0455273561223	0.249681143784	0.387545054386	0.105698693773
à	0.0307564160119	0.0150253065904	0.00614245783166	0.053574350786	0.0386166547074	0.284215430928	0.452278604795	0.119390781258
t	0.0499539283196	0.00800501979013	0.0138544751339	0.038718503862	0.0453176909025	0.144747953309	0.608496924932	0.0909054804193
u	0.0570967409732	0.00590317287671	0.0184964490446	0.0474375946207	0.0618843936342	0.182361984436	0.362141823644	0.264677816806
</S>	0.0296728297866	0.00335093685835	0.0124145385223	0.0448887023103	0.0701778718171	0.228410002218	0.193978949822	0.417106158403
