 	guardando	le	nuvole	sapevi	che	sta	per	piovere	</S>
k	0.559292505	0.10106897	0.0915828940785	0.0704012766654	0.0951027476	0.04208286885	0.0141835216	0.01579426135	0.01049096775
a	0.717730348333	0.130821796667	0.0309955437452	0.0239360731988	0.0401655836	0.0179634381833	0.0106374722667	0.01670449805	0.0110452504167
n	0.610671176111	0.130130644222	0.0920088842484	0.0117606372663	0.0298601705333	0.0107382762278	0.0153869427556	0.0159695956167	0.0834736768056
o	0.412516918704	0.261913533407	0.112541987316	0.0075370661321	0.0241123608444	0.00570718797593	0.0151268692519	0.0151221368722	0.145421948935
n	0.257479532901	0.302844330136	0.222265118339	0.013509291754	0.0236047712815	0.00417430129198	0.013642211084	0.0109054349574	0.151575029645
ì	0.1486305843	0.424469762379	0.258290770363	0.0156786542513	0.0209114757605	0.00290570642399	0.00987802776133	0.00917288664113	0.110062165448
s	0.126496751433	0.548086654126	0.086637676471	0.0107524129171	0.0340768102535	0.00785395123466	0.0556932303204	0.064203881869	0.066198660716
o	0.132132852144	0.556511084709	0.0296705936903	0.010563252939	0.0519987547512	0.0127460214116	0.0730239125735	0.0825516581097	0.0508018858053
n	0.165606369048	0.483818836903	0.0153524829968	0.0107917087797	0.0443723052504	0.00890136630387	0.0519966583245	0.0858895201899	0.133270777502
t	0.256247656349	0.187955943634	0.128292146666	0.0128676495932	0.0688952340835	0.00799595726796	0.0676044977748	0.0892762013966	0.180864752501
a	0.190413529783	0.362752470545	0.161730034155	0.0120117845311	0.0962700963612	0.00772015498932	0.0534171052583	0.0321638040322	0.0835210936003
t	0.080338268261	0.411262720515	0.059929479985	0.00840627237703	0.0657369666204	0.00433559842977	0.0517749644194	0.141996393577	0.176219420633
e	0.040201107187	0.329561303838	0.031423278995	0.0452642843257	0.10781996504	0.00560786750992	0.0543512761398	0.178589855739	0.207181088044
s	0.025110205829	0.298715299379	0.0439045353317	0.0601186771086	0.121924760013	0.00674476596997	0.0929150567133	0.097020169793	0.253546520515
m	0.029583018943	0.115046392893	0.0640471604439	0.0270868590362	0.086301559671	0.00825465962332	0.206655352238	0.0748611835977	0.388163780172
à	0.023798544981	0.097741452631	0.0468701178146	0.0408469740121	0.200699381224	0.0792311342078	0.229529370746	0.0302771665126	0.251005796041
n	0.192800656327	0.123594210877	0.0196936667382	0.0426270390707	0.213615772741	0.109705561403	0.152993283582	0.0570729038175	0.087896878997
t	0.276209738776	0.095178386959	0.0113814747127	0.0160164399569	0.11139765158	0.060476573801	0.297953877861	0.0777355929392	0.0536502406657
e	0.122873402192	0.0629031889863	0.0111091205709	0.0906517991856	0.214596455527	0.0519726269337	0.364800775954	0.0383495474797	0.0427430525552
ì	0.0417449335307	0.0436194103888	0.00708450894363	0.142342869729	0.228085219176	0.139189087978	0.206513051985	0.165241637327	0.0261792761851
t	0.0146172175102	0.0509526821896	0.00723205140121	0.0893106165763	0.103312148392	0.157350357993	0.140229030662	0.391779352442	0.0452165017284
s	0.00689229097007	0.0826996570632	0.00875297013374	0.0508147868588	0.158711700797	0.095749061331	0.208882970221	0.319142266481	0.0683542305761
e	0.00431319335669	0.0624904813544	0.0133831750446	0.174099960286	0.215617540266	0.0983269371103	0.25344807674	0.116043473494	0.0622771018587
r	0.00321615408556	0.0385792371181	0.0134445521882	0.208463565219	0.135556260655	0.0646528969034	0.14896446358	0.333882826831	0.0532400362862
e	0.00232968117852	0.0309787483727	0.0678586379027	0.211338780196	0.121342980785	0.0387954915011	0.0847994905267	0.400824646944	0.0417315734287
k	0.00790988494284	0.0223889291242	0.0861806875809	0.212514068232	0.117942553395	0.031275092267	0.0716470415089	0.405042420315	0.0450993551429
a	0.00997308891428	0.0147274730747	0.23857282414	0.157202230911	0.0585325075983	0.0193682898557	0.0529617618363	0.406389542438	0.042272300381
n	0.00470948057143	0.0075666207249	0.289329329797	0.138758094594	0.0371563739661	0.0147114526186	0.0379078769454	0.387251033146	0.0826097387937
a	0.00290702561048	0.00541653214163	0.243773445016	0.153153535821	0.0370160380887	0.0271149865395	0.0491688773151	0.381079809049	0.100369756598
v	0.0121466709568	0.0112024699472	0.229679833939	0.158873317107	0.0412043910296	0.0332973381798	0.082485349105	0.31448698435	0.116623669199
r	0.0151786647523	0.0153337729824	0.078372311713	0.0543372595357	0.0224874833432	0.0154749383933	0.0917523097017	0.31991945145	0.387143853066
è	0.00523215095743	0.0087397529208	0.029197704371	0.0315450651786	0.0127101506811	0.0216760831311	0.0684228179006	0.401871773817	0.420604524355
t	0.00272644475914	0.0437113765669	0.0148697906237	0.0246179134595	0.0167541117937	0.0421210580437	0.0485044873002	0.638699257939	0.167995543785
s	0.00234938558638	0.084389682189	0.0163364020412	0.0187672462198	0.0723566659312	0.0659683373479	0.0714053991001	0.484536622646	0.183890256928
i	0.00130719431713	0.0577821514297	0.0149786723471	0.0264618354066	0.0831928239771	0.0671147547826	0.0897488030334	0.305918490882	0.353495298976
</S>	0.000695122591065	0.0296384767648	0.00866513117355	0.0290580777033	0.0462704499885	0.0536316758913	0.0776163215167	0.318320665441	0.436104099488
