 	Valeria	legge	il	giornale	</S>
e	0.1909904215	0.04881130032	0.59709938	0.0763787	0.086720217
V	0.1303733615	0.0176404837533	0.766787873333	0.0495786955333	0.035619595
a	0.392374753833	0.0072653433911	0.564960944444	0.0175790704311	0.0178199203333
l	0.455412804611	0.00263656633703	0.452174474815	0.0270961198637	0.0626800374444
è	0.483652311537	0.00268928561234	0.407115691605	0.0303199723012	0.0762227214481
r	0.725918653846	0.00457475833745	0.216233370535	0.0219708631137	0.0313023304494
i	0.816094377949	0.0100039735791	0.139129467845	0.0191464529279	0.0156257082498
a	0.594741031316	0.0136962948597	0.376173106948	0.0094393331993	0.00595024144993
m	0.276417279105	0.0084811738449	0.479056700983	0.225638628066	0.0104062004166
e	0.433852616368	0.03139402584	0.225541658994	0.294944447905	0.0142672494722
l	0.424644573456	0.0390502052783	0.117298523998	0.315808921185	0.103197794157
e	0.211541962485	0.143168765091	0.179889165666	0.323449312162	0.141950800719
t	0.137948012528	0.177860654465	0.185737311089	0.297455042487	0.200998969573
à	0.0746367792093	0.304427717589	0.097655319563	0.292429725162	0.230850446524
o	0.0556650350698	0.38275190253	0.207508026521	0.232993186054	0.121081848841
g	0.0360514903566	0.16376264078	0.21579745334	0.510088075351	0.0743003262803
i	0.0344213457855	0.332284490197	0.109330353613	0.476538875617	0.0474249170934
o	0.0191533924785	0.388564749142	0.0827944232043	0.344324895706	0.165162527364
r	0.00700351974283	0.129744825371	0.0431828774014	0.469842948569	0.350225805788
n	0.0156744272809	0.0436112481037	0.0237691028005	0.43768374619	0.479261458596
à	0.0238011547603	0.0646989857679	0.0347101936002	0.394186255397	0.482603412865
l	0.0187011637534	0.0719848441893	0.0313855173667	0.588414245132	0.289514201955
e	0.0167734130845	0.0268762683298	0.0226064039556	0.564090155044	0.369653731652
</S>	0.0167233445423	0.0169524361649	0.0282698969778	0.361197037522	0.576857285826
