 	ho	cosa	a	fare	</S>
è	0.366106555	0.2994315185	0.1170484175	0.000553724545	0.2168597428
c	0.205399962333	0.480858282833	0.213561789167	0.0264996095617	0.0736803451
h	0.150373978111	0.552685237611	0.231620843056	0.0396705058539	0.0256494434567
o	0.234949656037	0.461914499204	0.271475714352	0.0221408022846	0.0095193392089
t	0.202440826346	0.275574686401	0.295338961451	0.0230235310949	0.203621995003
i	0.0971233664487	0.200488512134	0.397721663817	0.031555426365	0.273111015001
k	0.0450655126496	0.142017177378	0.381301254606	0.023207524055	0.408408535
à	0.0166519336365	0.059126561346	0.138369288202	0.337304906618	0.448547327333
i	0.00668704499883	0.0211015138687	0.063515482734	0.443059581873	0.465636411444
</S>	0.00477164979942	0.0123692287344	0.053472936367	0.223520575437	0.705865655722
