 	era	molto	stanco	</S>
ì	0.767177375	0.094441703	0.0277564235	0.11062453101
o	0.867767025	0.0793480996667	0.0159311075667	0.03695382296
n	0.693031625	0.114979856556	0.0336458022556	0.158342769603
e	0.665598695	0.0974429350853	0.0381650529805	0.198793335659
p	0.582528158333	0.294331227928	0.0517527832222	0.071387814678
o	0.231861599444	0.678272362643	0.0570848362741	0.0327811755593
d	0.0906284114813	0.736905140881	0.147042740625	0.0254236795198
d	0.0366480584938	0.670932630294	0.266444250208	0.0259750665066
h	0.127195299165	0.620919400098	0.191453288736	0.0604320648355
ì	0.155588495888	0.372904254199	0.143744321579	0.327762964945
s	0.057771674796	0.2079258389	0.341975687193	0.392326794982
t	0.0799720615987	0.3056124863	0.462808049064	0.151607426327
r	0.1400350072	0.3338153621	0.474459969688	0.0516896853757
à	0.105405567767	0.190568169033	0.386213838563	0.317812417059
k	0.0532021489557	0.116843654678	0.414410561521	0.41554362202
k	0.0836163373186	0.233964701559	0.533764760507	0.14865416584
o	0.0816830857729	0.232437955853	0.328444614169	0.357434317447
</S>	0.0493129028865	0.130936660926	0.179862238084	0.639888188723
