 	e	che	cucino	</S>
c	0.569935015	0.1657135922	0.24632334867	0.01802805125
e	0.372520768333	0.338800270733	0.27967268489	0.00900626471667
p	0.249261087778	0.287240213578	0.45562457363	0.00787413470556
u	0.180130124259	0.315061461193	0.496665585877	0.00814280906852
m	0.162035198086	0.324694644964	0.500717666626	0.0125524801895
a	0.151389192695	0.288432206221	0.522051082209	0.0381275513965
r	0.143196003898	0.276262962074	0.361081950736	0.219459132466
è	0.140364620966	0.278063880691	0.310833506912	0.270738034155
o	0.167315493655	0.312179443564	0.281610025637	0.238895051385
</S>	0.127183926828	0.207906346782	0.348978287818	0.315931435693
