 	non	aveva	cosa	a	fare	</S>
e	0.396242651	0.0237282665	0.449050345	0.05460438	0.00022619862	0.0761481022235
n	0.1350053991	0.0627574831667	0.444709205	0.0716460933333	0.25417450478	0.0317073295568
ì	0.0520288931333	0.347296987722	0.180756883333	0.0640439787778	0.33890609516	0.0169671907756
c	0.0237444289778	0.417726740907	0.256334892778	0.179038587259	0.11465753862	0.0084978415152
h	0.0841107455926	0.349778808636	0.289990855926	0.229857239086	0.04061984994	0.00564253653507
e	0.128167755198	0.455976356212	0.164318676975	0.229152339695	0.0193780835467	0.00300676960836
t	0.0795858117327	0.340699192071	0.105869418992	0.231289943232	0.0212466776822	0.221308908936
i	0.0423832949109	0.213247314024	0.0916550863307	0.330113477744	0.0268084175607	0.295792394645
k	0.0179831772036	0.130613888341	0.0707612751102	0.341989415248	0.0189962010969	0.419656043215
à	0.00678987986787	0.0463030795803	0.0296588757367	0.127558623749	0.330436997276	0.459252534738
m	0.140914716189	0.0394507683268	0.0413942662789	0.070434645583	0.434255951792	0.273549621913
i	0.18863855273	0.0405605634423	0.046732627193	0.068125596861	0.431682269964	0.224260375638
</S>	0.099315757365	0.0267250247212	0.0263397562465	0.0688510584305	0.646074984982	0.132693425319
