 	è	pericoloso	di	nuotare	di	notte	</S>
è	0.426802686153	0.4965112771	0.0039416513	0.004260570785	0.055738161749	0.00134194120375	0.0114037082139
p	0.162205870153	0.570930932367	0.0722705495	0.163328581428	0.0223962784157	0.00476387030375	0.0041039198039
e	0.282509367384	0.274396025456	0.1939880465	0.229977357143	0.0115249570252	0.00591333524225	0.00169092171797
r	0.302835975711	0.120407676485	0.168077985167	0.395546572381	0.00517778609507	0.00410691022175	0.00384709876599
i	0.119682003154	0.069818775495	0.312079904722	0.486888930794	0.00343659823169	0.00350917330725	0.004584589844
k	0.058947285618	0.069692437165	0.358379431241	0.464819600265	0.0164442004106	0.0257429603357	0.00597404220333
o	0.047298575106	0.086080406055	0.28921489008	0.514149450088	0.0234716204702	0.0332383251919	0.00654670340111
l	0.0481554133687	0.0716701703517	0.26621052736	0.370393086696	0.0405575411567	0.075130640144	0.127882588467
ò	0.0302623637896	0.329579473451	0.09614607212	0.242435702232	0.0442640972189	0.0890236929647	0.168288548262
s	0.0239693445965	0.430178722484	0.0752042063733	0.314853887411	0.0507631142396	0.0370496215716	0.0679810548607
o	0.0530955305322	0.180222208161	0.302205485458	0.352138175804	0.0580834937465	0.0197603998405	0.0344947275769
n	0.0641768471774	0.101758185387	0.346278938486	0.326894671935	0.0833731702488	0.0349269482635	0.042591275149
a	0.0519393173925	0.0771326554623	0.333010542829	0.317595880645	0.13475375675	0.0400980492778	0.045469803483
n	0.0441262579642	0.0363505793208	0.323443827943	0.165931278882	0.122099545583	0.119054826283	0.188993689594
a	0.0475061018214	0.0208037959403	0.203252959648	0.0987538129607	0.246454575194	0.145657525661	0.237571239531
r	0.0492507862738	0.0125497904134	0.162708504016	0.0617810016536	0.280227311731	0.161608735454	0.271873876177
è	0.0308380054246	0.203100066238	0.063319049472	0.0753424198845	0.151463120577	0.175439967818	0.300497330059
t	0.0459372364749	0.314106555413	0.0422364814907	0.0983204232948	0.228781613526	0.115518291939	0.155099371353
s	0.050192680825	0.156830264638	0.0313657521636	0.0926922777649	0.464536411175	0.0950086646463	0.109373971784
i	0.038135056275	0.0779310443793	0.0245335310545	0.177436225922	0.542506783725	0.0490836168821	0.0903737552613
à	0.0236138489643	0.188033858126	0.0176710459348	0.169445556474	0.327002628575	0.193637426961	0.0805956197538
t	0.0119293186941	0.306220032709	0.0124161522283	0.068763395658	0.152163066858	0.336848168987	0.111659834585
s	0.0881144077314	0.21169734257	0.0162315250761	0.0545171692193	0.193234278953	0.246942279662	0.189262978195
e	0.113942132244	0.09497858419	0.014383932692	0.0693628514064	0.276309649651	0.154707793221	0.276315046065
n	0.058501838748	0.0589321163967	0.00837524083067	0.0579735301355	0.199342551717	0.36285156774	0.254023142022
ì	0.0386732532493	0.0354890134656	0.00428774521022	0.0372593163785	0.116629829072	0.534962855913	0.232697987341
t	0.0248988447498	0.167308275822	0.00489664287007	0.0295574837928	0.0938131236907	0.473271715304	0.20625389578
t	0.0263586462499	0.224484038607	0.00792164275669	0.173999272931	0.0686534102302	0.412413315101	0.08616965576
a	0.01904942855	0.106328792869	0.0072075571189	0.22285331531	0.0656715574101	0.331093405034	0.24779594242
</S>	0.011138039475	0.0699680964345	0.00440531285945	0.117467624155	0.0498152272051	0.299730062517	0.44747562121
