 	non	sono	ancora	vestita	</S>
e	0.46915647573	0.06989869265	0.158533751	0.286974748	0.0154363695
n	0.15995883073	0.205969190883	0.256056917	0.287042876667	0.0909722295
ì	0.0689223142433	0.481150940294	0.234059939	0.0992019956223	0.116664807
m	0.0481313750811	0.448533549098	0.221841083	0.235081577941	0.0464123611667
e	0.162188473027	0.362070318699	0.1744859291	0.279252854959	0.0220024168956
a	0.190715823676	0.369215209566	0.295658474467	0.131038400631	0.0133721094719
n	0.0674582879587	0.197682403189	0.356138604822	0.0912767145437	0.287444005491
k	0.0801730967196	0.25890414773	0.229236178274	0.0413250168479	0.39036159083
ò	0.21288231224	0.413862599243	0.197079179425	0.0257230959493	0.150452866777
r	0.243548990747	0.313079654414	0.251391169808	0.0823426513164	0.109637569759
a	0.138791392582	0.429094549471	0.244038200936	0.0906278129655	0.097448003253
e	0.0603525566807	0.455411375157	0.134365301312	0.289588633515	0.0602820444177
n	0.0202050479636	0.155077480386	0.0923613348373	0.375877228838	0.356478854806
d	0.0631969949045	0.0903709767953	0.0775226226791	0.158810877946	0.610098514935
i	0.143801871635	0.141296488932	0.13054520756	0.080267337982	0.504089098312
m	0.116063705412	0.120519700244	0.109714955853	0.263466660661	0.390235012771
è	0.0486530746707	0.0790798206813	0.0696897386177	0.439934106887	0.36264327759
n	0.246298029557	0.0661717882271	0.0716956662059	0.323030852296	0.292803665863
i	0.323063916519	0.0545188557424	0.0653947587353	0.167506701432	0.389515781954
</S>	0.19006878826	0.0736007503712	0.0598809543677	0.102851451716	0.573598070977
