 	non	li	aspettiamo	più	</S>
e	0.390976222	0.248693909	0.02889125928	0.269457425	0.06198116615
t	0.133218365667	0.253482725667	0.335274814093	0.238903869	0.03912019815
u	0.0579527422223	0.221441484556	0.608304441364	0.0815837720667	0.0307175370833
s	0.0323662533841	0.207875088852	0.652767660455	0.0331974380889	0.0737935667278
m	0.020909805438	0.0891056646173	0.780031463485	0.021245211863	0.0887078583426
è	0.0328353588127	0.0845437445391	0.840110607828	0.012016698921	0.0304935948809
n	0.0393687116042	0.351548323513	0.558327156409	0.0401738277737	0.0105819969603
u	0.0616830072014	0.453446257838	0.427237472603	0.0495481698579	0.0080851193201
m	0.1409637124	0.345857695946	0.382907905334	0.122960053886	0.00731061864003
e	0.1750123408	0.383187765315	0.178226229578	0.172621614629	0.0909520074133
p	0.1037592081	0.288522386772	0.122827271859	0.280354951543	0.204536159138
l	0.0413884772	0.168013473924	0.10626117262	0.478143723848	0.206193129713
è	0.0220980234	0.101346313308	0.331166990873	0.390216084616	0.155172583238
o	0.0109729899333	0.0432837362027	0.353801030531	0.490483194872	0.101459035413
</S>	0.00581799666665	0.0225445627514	0.176995315625	0.721084817436	0.0735572642065
