 	voleva	un	bar	con	un	forno	che	fa	buoni	rustici	</S>
ì	0.060785642	0.400426565	0.134548964	0.053417947	0.0505213265	0.0302733915	0.1124450731	0.0390612863	0.00710149045	0.05142874285	0.0599895744
t	0.0584988073333	0.461126861667	0.152758164	0.152778105667	0.0371217888333	0.0260517416	0.0418732851	0.0163918596333	0.00808728545	0.02297855485	0.0223335861667
e	0.0382694721111	0.286339093889	0.428121801333	0.164152684222	0.0197449536528	0.009228994303	0.0178052207357	0.0068860585631	0.00824567258333	0.0117620592433	0.00944402721657
l	0.0512935703704	0.191304751296	0.424293888111	0.152146597074	0.0287609252593	0.006055540104	0.0138377056142	0.0069712995397	0.106487493294	0.00820394570777	0.0106443174665
a	0.0695830974568	0.258469187099	0.24123705037	0.213865112358	0.0331165278864	0.005061958668	0.0133870434381	0.00711040091657	0.139383302138	0.00732952363592	0.0114568315555
è	0.0470610081523	0.3199536457	0.17209183409	0.231109864119	0.0845917354288	0.00692693552267	0.014327828046	0.0653956967089	0.0501300137527	0.00353440041197	0.00487707225183
n	0.0438603563841	0.2368580119	0.0745878219967	0.31403183804	0.12905501181	0.0114554491742	0.0308993303487	0.0857721363696	0.0598790832509	0.00762238593732	0.00597855875061
a	0.0499156847947	0.1795430773	0.269756833999	0.286402299347	0.0735233999367	0.00811736555807	0.0289410761829	0.0297476652632	0.0596835006303	0.00855932747911	0.0058097509702
b	0.0559663755982	0.133692538433	0.321787556333	0.158863748116	0.0351073036456	0.00328229520602	0.014870433461	0.0127956520944	0.24629507309	0.0144831733264	0.00285586721007
a	0.0668266285327	0.131658705478	0.248321230444	0.161168937705	0.0331662088819	0.00189263115534	0.0195208628203	0.0076975376648	0.309038271297	0.0179941237755	0.00271490860336
r	0.0826830295109	0.118152098826	0.222335633148	0.139365206568	0.0299840896273	0.00250660908511	0.0256803776068	0.00496642208827	0.334045744032	0.0117656062585	0.0285152382345
m	0.296852636504	0.0770770766087	0.0783781710493	0.0993939161893	0.0173602517758	0.00255000939504	0.0227626598689	0.00436217859609	0.356345878011	0.00804116234283	0.0368760811782
è	0.345770508835	0.146107062203	0.0446092340164	0.24100634873	0.0216563144919	0.00132638906501	0.0352163329563	0.00878884353203	0.139597631337	0.00290740419261	0.0130139387927
n	0.222419406278	0.166427809401	0.0390292870055	0.270958709577	0.0399511768306	0.00131853908834	0.0429158709854	0.0487216345107	0.110582545779	0.0449681282192	0.0127069078976
a	0.180827918759	0.114111615134	0.0618383796685	0.204725716526	0.0956360356102	0.0146165807294	0.0991909369951	0.0568920380369	0.095596248393	0.0626138704064	0.0139506802992
f	0.101365599586	0.0737180627113	0.0635376178895	0.166159338175	0.102061163203	0.0186834075431	0.112152229165	0.024982833879	0.256301909264	0.0659584391355	0.0150794310997
ù	0.059824896962	0.0350025705704	0.0238538407298	0.082341313725	0.089990382401	0.0349552788144	0.064937616555	0.174332692626	0.349630039755	0.0681922120452	0.0169392020332
r	0.0305262330873	0.0224376998568	0.0133913770099	0.053203963575	0.1125369308	0.0616539879381	0.065585277185	0.237708823209	0.171387059918	0.204685475015	0.0268832290111
n	0.191474018029	0.0553333642856	0.0153118840033	0.0555141818583	0.0733666059333	0.0426459195127	0.0552072250617	0.122355065403	0.113497096639	0.247236519238	0.0280581638037
o	0.23801816801	0.0622246084285	0.0130514515011	0.0778240006194	0.141136387644	0.0537943983709	0.148921392687	0.0774761251343	0.0879890815463	0.0875725819793	0.0119918098346
n	0.108328273003	0.0282760684762	0.00745316590037	0.0621209712065	0.162348825448	0.0571327844436	0.168417372129	0.0391847900448	0.281891609849	0.0708667233264	0.0139793977115
a	0.0642065203343	0.0155229751587	0.00991325353346	0.0368355564022	0.113667188049	0.128850619801	0.182658225276	0.0188242613483	0.34067607295	0.0725405191088	0.0163047790705
k	0.0284541524448	0.0100152263862	0.0120119038445	0.0250956759674	0.10118568735	0.153853782267	0.189945503092	0.0200852371161	0.234419913983	0.196671769703	0.0282611341902
à	0.0146441240316	0.00613820514873	0.00641402443817	0.0129597824891	0.06088202045	0.0883087677557	0.0787314676973	0.130738324705	0.326150171328	0.240464768901	0.0345683750634
n	0.0143153448939	0.00637387873624	0.00504152063606	0.0087116478297	0.05150023115	0.0793243905852	0.0424532845658	0.187134131568	0.255279040443	0.3137910353	0.0360755073545
i	0.0193961909646	0.00829219177875	0.00639818521202	0.0147997382766	0.0992748647167	0.0915637235284	0.143954768189	0.111818832523	0.114410668481	0.347160518433	0.0429303057848
k	0.0140494389882	0.00671175479292	0.00554958073734	0.0155465602589	0.114510147906	0.0908730508428	0.175347802396	0.131416952841	0.10078517116	0.313531922811	0.0316776057616
a	0.0075111280294	0.00451925916431	0.00385812867911	0.0089333135863	0.0901769289687	0.183905509948	0.114214603799	0.144071097614	0.113961950387	0.30262097427	0.0262270924205
l	0.00489151387647	0.00253523162144	0.00250828482637	0.00614553839543	0.0747918903229	0.206050537583	0.0926007399997	0.0780034442047	0.135115836796	0.35869536809	0.0386615881402
ò	0.00356485865882	0.00156965180048	0.00161161111546	0.00320504453181	0.035679806441	0.089853214461	0.0372150107332	0.0911294697349	0.273856375599	0.413085242697	0.0492296713801
