 	le	melanzane	vogliono	girate	</S>
e	0.058321929	0.4750713718	0.1794113015	0.1332849875	0.1539103622
m	0.083973629	0.4948892656	0.304862598167	0.0603450985	0.0559293495333
a	0.176147093	0.425574763533	0.341860566389	0.0327324200667	0.0236851252778
r	0.167588881	0.437437874511	0.184197645796	0.0732363295889	0.137539283193
a	0.172058753667	0.441399111504	0.124970563465	0.086558798803	0.175012803264
n	0.152386414889	0.396702046168	0.0576049810217	0.116704598541	0.276601976621
g	0.189701105296	0.311686591056	0.0363997700072	0.133622670847	0.32858989554
i	0.287212171765	0.516553430352	0.0158260695024	0.051919327749	0.128489003047
à	0.184755811022	0.418664792117	0.333663561334	0.0191588495163	0.043756955249
n	0.118155920774	0.207057726039	0.439317309778	0.200457320639	0.0350117471163
e	0.170447293591	0.374380155346	0.160709350259	0.261320779546	0.0331424557054
e	0.134419819064	0.374033120449	0.36273029442	0.113607087849	0.0152096534018
t	0.0469448226547	0.133559506016	0.418129341807	0.228419394616	0.172946901634
è	0.0693225693182	0.197047985872	0.224756700936	0.263732700205	0.245140062211
l	0.137446386439	0.224105377957	0.200619920312	0.293887712068	0.14394063907
u	0.136742248813	0.204925898652	0.214745110104	0.316287379023	0.12729935969
n	0.0780140096043	0.193170230751	0.179611015701	0.390462681341	0.158742059897
v	0.169754916535	0.112194074784	0.077916981567	0.440081797114	0.200052243299
o	0.203539844512	0.0958816415947	0.193261551189	0.291035712371	0.216281247766
t	0.0977608171707	0.0481035203649	0.215513712952	0.455367437457	0.183254492589
i	0.0593458093902	0.032105184955	0.0920840668733	0.529924112486	0.286540800863
m	0.0365077747967	0.025263748985	0.0516762228244	0.559310780829	0.327241446954
m	0.213833622932	0.0440844386617	0.0210772901415	0.521260090276	0.199744552318
è	0.261080366177	0.0524248680539	0.0854490920472	0.371981773425	0.229063924106
n	0.383759737259	0.0287602698513	0.112499191682	0.280361286808	0.194619505702
e	0.425229042753	0.0202215082838	0.0736066702273	0.208845084603	0.272097649567
</S>	0.216824231876	0.0167874236419	0.0779106731136	0.254218802301	0.434258824783
