 	era	molto	stanco	</S>
a46	0.00013365991	0.93102026	0.0131645575	0.05568164
a8	0.045775272	0.012887077	0.12246629	0.8188713
a37	0.010613451	0.4125176	0.17877802	0.398091
a31	0.0012814752	0.1331144	0.21043767	0.65516645
a0	0.00405454	0.091761366	0.17190062	0.7322835
a20	9.95358e-07	0.037946172	0.092655554	0.86939734
a31	6.106395e-09	0.0012031089	0.11783395	0.8809629
a39	1.2137197e-07	0.20481144	0.7289129	0.0662755
a41	4.510916e-08	0.00039124023	0.6396572	0.35995153
a31	1.5874877e-09	3.3326192e-05	0.8886664	0.11130028
a28	8.078372e-12	2.0665258e-05	0.9441457	0.055833627
a11	1.1582752e-08	2.1990341e-05	0.103604615	0.8963734
a20	1.5427931e-08	5.280795e-06	0.007236287	0.9927584
a31	1.3736066e-09	9.686466e-07	0.003159761	0.9968393
a11	9.157237e-14	4.4612243e-09	0.0066405274	0.9933595
</S>	1.1539831e-10	9.083162e-08	0.0030414243	0.9969585
