 	è	che	stanno	ancora	alzati	</S>
a20	5.6042926e-10	3.0090152e-07	0.0007265843	0.055058807	0.9431641	0.0010502442
a31	4.2557854e-06	0.001177656	0.038575415	0.9264759	0.029772433	0.0039943564
a20	6.1588906e-07	0.0006534726	0.03968323	0.9551322	0.0044286205	0.000101868165
a31	4.5090345e-11	1.3932831e-07	0.0032436787	0.82510465	0.17012738	0.001524149
a20	1.1922154e-11	1.8836346e-07	0.007585823	0.76127034	0.23110218	4.1467618e-05
a28	3.1681263e-13	8.32625e-12	3.3121374e-08	0.019545034	0.9804247	3.0285397e-05
a31	1.681417e-14	2.5612753e-13	1.5950135e-09	0.00039527053	0.99952924	7.5539996e-05
a29	2.4485461e-14	3.8803956e-12	1.0857938e-07	0.023082145	0.97654575	0.0003721042
a46	9.572201e-16	4.432257e-15	1.39085705e-11	2.0655916e-05	0.99924326	0.00073615974
a31	9.334859e-16	5.5419936e-14	5.299972e-10	0.0006742527	0.9957624	0.0035634325
a20	1.4798441e-16	1.8767756e-14	5.041853e-10	0.0007186187	0.96170527	0.03757618
a31	2.5073012e-16	1.1368317e-15	1.9122043e-12	9.765982e-07	0.9735492	0.0264499
a39	1.999888e-17	8.4645786e-16	3.5280723e-11	5.5273802e-05	0.71447134	0.28547338
a20	3.3992163e-17	7.0391874e-16	2.2927164e-12	1.8737894e-06	0.87254244	0.12745573
a8	6.899882e-17	1.2267995e-15	8.1997397e-13	3.1523402e-07	0.6713056	0.32869408
a20	1.2029528e-16	1.0788373e-14	1.0879995e-11	5.1554725e-06	0.24274161	0.7572532
a24	2.2131927e-17	6.486527e-16	2.0149506e-13	1.1785733e-07	0.05425519	0.9457447
a46	7.492655e-17	7.2050973e-16	4.791176e-13	6.879429e-08	0.04598931	0.95401067
a8	2.2039136e-16	1.6553607e-14	1.591838e-11	6.9963544e-06	0.043733306	0.95625967
a23	3.2132367e-16	8.636454e-14	4.9841808e-11	2.0141832e-05	0.056489687	0.9434902
a8	9.689221e-15	2.4965449e-12	1.5504736e-09	0.00025224668	0.09916973	0.900578
</S>	2.8492829e-15	6.5112043e-13	3.133783e-10	6.2431674e-05	0.057008106	0.94292945
