 	i	bambini	piccoli	li	vestono	i	genitori	</S>
a17	0.00021605034	0.0012869171	0.007846428	0.037925538	0.17246336	0.31603864	0.4598232	0.004399853
a20	0.0001083636	0.00046108387	0.0022213638	0.02689612	0.15438685	0.30295962	0.22220027	0.29076636
a28	7.0776805e-06	7.745957e-05	0.0014855155	0.024250967	0.17191714	0.25483358	0.17541368	0.37201467
a7	5.010609e-07	1.8997755e-05	0.00140242	0.035543952	0.07344016	0.21873176	0.081379384	0.5894828
a20	3.5234615e-10	2.9248238e-08	9.412733e-06	0.001435096	0.028515425	0.23274034	0.08388838	0.65341127
a31	4.94219e-13	9.154814e-11	8.120565e-08	2.170529e-05	0.011567216	0.2555731	0.14366914	0.5891687
a11	5.715745e-12	1.4910776e-09	6.054083e-07	7.08597e-07	0.0013162055	0.09316017	0.10528509	0.8002373
a31	5.5914363e-14	1.612134e-11	5.2587392e-08	5.7564102e-06	0.012204	0.21545613	0.2674331	0.50490093
a11	1.8100867e-12	1.5357254e-09	1.4224261e-05	2.7980035e-05	0.007325836	0.067372166	0.05826646	0.86699325
a41	2.4289614e-13	6.682719e-11	1.1463711e-06	2.2444792e-06	0.037543572	0.25981343	0.22770731	0.4749323
a8	3.414107e-14	1.3118187e-11	5.363608e-07	1.517086e-06	0.019547077	0.12322061	0.11911193	0.7381183
a30	5.5750272e-14	2.5689263e-11	4.854914e-07	1.108647e-06	0.027283266	0.301013	0.25172105	0.41998115
a31	3.220289e-13	2.0014709e-11	3.492722e-07	7.3770825e-09	0.0017011523	0.309935	0.41899523	0.26936826
a13	3.1233327e-14	6.86643e-12	3.2408857e-07	4.2591745e-07	0.010324799	0.22383709	0.29561138	0.47022596
a31	3.9335728e-13	2.8447938e-11	3.5983868e-07	2.6785644e-08	0.0066784527	0.29638198	0.5936762	0.10326295
a41	7.8570065e-15	9.265227e-13	2.480147e-08	2.2163643e-08	0.0020826173	0.12167356	0.2915708	0.584673
a20	3.133025e-13	5.932326e-11	1.2590677e-07	5.015339e-07	0.022069639	0.16791628	0.681245	0.12876835
a31	6.5326454e-14	2.1878306e-12	9.268383e-09	2.980442e-10	0.00055739755	0.08919271	0.7736777	0.13657218
a20	1.5452149e-15	1.1656034e-13	8.2397567e-10	1.0930447e-09	0.0005630173	0.042871702	0.33085918	0.62570614
a31	3.2474054e-14	7.721235e-13	3.0181597e-09	5.3214145e-11	8.456466e-05	0.053873975	0.7953402	0.15070128
a13	2.55731e-16	8.54282e-15	5.502316e-11	2.8950184e-11	4.9583014e-05	0.013756048	0.19361351	0.79258084
a24	4.9513345e-14	2.610198e-12	6.9423605e-09	6.8749956e-10	0.0011933653	0.059528112	0.7975004	0.14177817
a18	3.0049902e-15	1.5943731e-13	2.185948e-09	3.6355603e-11	0.00012325823	0.01332574	0.19310044	0.7934506
a31	2.1378275e-15	1.5289224e-13	3.5141115e-10	1.6951308e-10	0.0010310108	0.06120202	0.67664784	0.26111904
a8	6.6235716e-16	4.989479e-14	1.1141404e-10	1.2096786e-10	0.000391624	0.023591656	0.46785402	0.50816274
a31	2.7490276e-14	6.021558e-12	4.6337103e-09	1.0229948e-08	0.0042858175	0.06388167	0.7076477	0.22418481
a8	2.2206195e-15	5.131673e-13	4.9087195e-10	1.282176e-09	0.0006582757	0.013478638	0.3445009	0.6413622
a31	1.0835289e-13	2.8976698e-11	1.17025944e-08	4.367166e-08	0.0067735896	0.07193182	0.68934596	0.23194864
</S>	2.6919916e-15	7.4048314e-13	5.1097826e-10	1.6483132e-09	0.0004573909	0.008024365	0.2284352	0.76308304
