 	il	vestito	della	sposa	vuole	bianco	</S>
a17	3.3503027e-05	0.00026446886	0.0036490476	0.05622068	0.059504796	0.81342095	0.06690647
a31	3.7983515e-05	0.0026570333	0.0046461304	0.6149619	0.20848751	0.07818181	0.091027565
a17	4.1410185e-05	0.0012619377	0.00034718597	0.9599616	0.031606834	0.0010835282	0.0056975456
a31	4.5206752e-07	3.7017006e-05	0.005143808	0.9047196	0.054077268	0.008524876	0.02749702
a14	3.1250613e-07	4.99547e-06	0.00044694758	0.49999917	0.43352363	0.0291189	0.03690596
a17	6.434889e-12	1.3665918e-10	7.053728e-08	0.13984855	0.8295041	0.027866852	0.002780415
a31	4.7606107e-12	3.359004e-11	5.1303806e-09	0.051360913	0.88894963	0.0496304	0.010059103
a11	3.2893816e-11	1.4274217e-08	1.1297992e-07	0.019321447	0.60003453	0.35635525	0.024288654
a35	1.2672254e-11	1.6987294e-11	1.4963474e-10	0.002822654	0.75008327	0.23618905	0.010905012
a38	8.5428875e-13	1.3408567e-11	8.269473e-10	0.013421531	0.7169016	0.14615865	0.1235183
a31	3.028108e-13	7.945327e-12	1.5989693e-10	0.005482512	0.34543487	0.22412029	0.42496234
a21	3.6698671e-13	3.10936e-12	2.2814939e-10	0.00079898373	0.1626518	0.3363755	0.50017375
a31	1.5346949e-12	2.541942e-12	1.6432347e-11	0.00024344279	0.46229306	0.40221965	0.1352439
a24	6.326271e-14	4.200725e-13	1.7102205e-11	3.3290682e-05	0.010076057	0.13565476	0.85423595
a8	8.7421373e-13	6.2690673e-13	3.0435754e-12	3.0109399e-05	0.09192577	0.18085952	0.7271846
a23	1.05576375e-13	4.9287063e-12	3.6780648e-11	0.0006010075	0.06946296	0.26317376	0.66676223
a31	1.11812584e-13	3.7190103e-12	5.1024525e-11	0.0019454975	0.10976134	0.5720579	0.3162352
a8	4.910667e-15	3.7911118e-14	6.377783e-13	1.23612945e-05	0.0028832783	0.049259033	0.9478453
a23	4.5335206e-14	9.626141e-13	1.1589885e-11	0.00070032687	0.06026392	0.550337	0.38869873
a31	2.3940727e-14	4.3717596e-13	4.6193505e-12	0.00045879997	0.049424488	0.45001766	0.500099
a10	2.1659314e-15	1.9546903e-14	2.1525037e-13	1.644089e-05	0.0041537182	0.094738334	0.9010915
a37	3.3514407e-14	2.3974885e-14	3.341853e-14	1.9680755e-08	0.0045873825	0.6839631	0.3114495
a46	1.7283087e-14	2.7652397e-14	4.898605e-14	1.4834168e-09	0.001113136	0.33673808	0.6621488
a8	8.357731e-16	4.835462e-15	3.3353715e-14	2.346893e-06	0.0075813793	0.19411254	0.7983038
a31	3.3867518e-15	2.4438391e-14	9.309643e-14	1.0591953e-05	0.010211544	0.32111144	0.6686665
a20	1.3168931e-15	8.778463e-15	6.1133444e-14	7.3244037e-06	0.006691629	0.14971596	0.84358513
a8	2.8586373e-14	1.472101e-14	1.6004183e-14	3.1667788e-09	0.0008601482	0.4235141	0.5756258
a13	3.797369e-16	1.68643e-15	9.8553435e-15	4.584875e-07	0.002159812	0.09296956	0.90487015
a18	2.4404419e-14	1.4345768e-14	1.400538e-14	4.9667836e-08	0.0022692003	0.4360477	0.5616831
</S>	3.1768678e-15	7.514302e-15	1.1360104e-14	2.334374e-07	0.0035253884	0.3322183	0.66425604
