 	io	voglio	che	Maria	venga	qui	</S>
a31	4.075397e-10	7.1082623e-10	0.0026171685	0.12158841	0.03289862	0.827007	0.015888866
a39	1.7785896e-05	2.5306764e-07	0.020666288	0.59176123	0.31120837	0.073376454	0.002969565
a31	1.3007992e-10	3.6817371e-09	0.24313009	0.6878077	0.056623425	0.010649357	0.0017893919
a37	7.7620356e-08	1.1421756e-05	0.46332204	0.45831764	0.05270336	0.024197048	0.0014484345
a31	6.3113637e-10	1.14243605e-07	0.30872142	0.5826283	0.09014535	0.017641984	0.0008628579
a11	7.641761e-08	8.039313e-06	0.084005855	0.5060866	0.04504627	0.35701993	0.007833187
a20	2.474454e-10	7.7149105e-09	0.08793028	0.80156624	0.060152348	0.04971138	0.00063974696
a4	6.131543e-12	1.0382238e-10	0.0064875544	0.6755215	0.2536618	0.06397215	0.0003569906
a24	7.994238e-14	3.0420808e-11	0.0051003858	0.2849623	0.42722502	0.2819966	0.000715662
a31	8.660628e-15	1.9311713e-16	2.333676e-08	0.012640707	0.18929805	0.7910413	0.0070199734
a11	2.3920798e-16	1.5349447e-13	1.2410747e-07	0.01777064	0.009268397	0.91559017	0.05737062
a24	7.248371e-16	3.6610117e-17	9.495907e-09	0.031765737	0.092373334	0.87377363	0.0020873295
a31	4.8599728e-14	1.3248152e-16	9.446496e-12	0.0005338437	0.0011867883	0.9137433	0.0845361
a46	4.8970674e-17	7.4702456e-16	4.049156e-09	0.000680817	0.00021702416	0.5041507	0.4949515
a8	2.6944007e-17	1.2081496e-17	1.0132322e-08	0.0063286545	0.008750163	0.95100904	0.033912167
</S>	5.6004574e-16	3.6500053e-16	7.146719e-08	0.007231719	0.01565447	0.85929096	0.11782282
