 	i	bambini	non	si	vestono	da	soli	</S>
a31	0.00018407863	0.00084712805	0.0071984595	0.15400048	0.06765088	0.045376524	0.63849825	0.08624417
a0	6.964776e-05	0.00013466875	0.008491954	0.031071847	0.21472478	0.4870389	0.24796864	0.010499583
a31	1.2659555e-08	5.3600996e-08	0.0006777339	0.91041577	0.03730014	0.016394392	0.029726582	0.005485362
a17	1.7678193e-06	4.2656848e-05	0.0022833461	0.67885596	0.13318297	0.10151056	0.07724191	0.006880834
a20	3.1128889e-06	0.00018071396	0.005570888	0.5759091	0.1437418	0.081647106	0.16666344	0.026283886
a31	1.8094398e-06	9.608891e-05	0.0032945753	0.3645448	0.13675325	0.24166822	0.22860682	0.02503448
a37	4.8812002e-05	0.003722184	0.002898345	0.12913297	0.11145015	0.022854535	0.7127951	0.017097987
a15	7.417348e-07	2.9340366e-05	0.0001815928	0.045877106	0.061108243	0.01610358	0.87232363	0.004375773
a46	5.8475838e-08	2.319458e-06	9.999588e-06	0.006177912	0.020742776	0.014923875	0.9418202	0.016322883
a24	1.2816668e-09	1.3495735e-07	4.9819187e-07	0.0007975777	0.0057694134	0.005835053	0.91127557	0.07632169
a31	1.9464304e-12	6.093508e-10	1.3660412e-12	3.0420737e-09	4.2887932e-05	0.00040929063	0.7972657	0.20228218
a18	2.9548263e-12	1.9403108e-09	3.611284e-10	7.2779875e-07	0.0005265638	7.833082e-05	0.9514982	0.047896214
a11	1.1648087e-11	2.0846413e-09	2.6801474e-11	1.8970508e-07	0.00025971374	0.000554529	0.9805847	0.018600808
a35	1.2938269e-12	9.5203685e-11	1.5910125e-12	7.981018e-09	3.5488516e-05	0.00030010004	0.84061307	0.15905134
a31	2.1929957e-13	4.9268728e-11	4.9252442e-12	1.8174856e-07	0.0006719614	0.0009821493	0.7975316	0.20081411
a13	1.5702615e-13	4.0787828e-11	3.1097037e-12	9.650963e-08	0.0004913603	0.00025206554	0.7896003	0.2096562
a11	9.733063e-13	3.625113e-11	4.65729e-13	7.1210615e-10	1.16236015e-05	0.0002559304	0.74212813	0.2576044
a31	1.7865071e-13	3.5022725e-12	1.0990702e-13	1.1195655e-10	1.0011833e-06	6.228897e-05	0.6347834	0.3651533
a46	7.920445e-15	9.14643e-13	6.1834123e-14	1.3295641e-09	4.1846237e-05	3.808076e-05	0.5017188	0.49820122
a31	4.4830432e-13	7.539923e-11	1.873837e-12	2.4373014e-08	0.0006000075	0.00067471695	0.60971326	0.38901204
a24	3.6909484e-14	8.3528245e-12	2.4322886e-13	5.182291e-09	0.00015346614	6.746669e-05	0.2493684	0.75041074
a35	1.5111754e-14	1.3813451e-13	4.154072e-15	9.353431e-13	1.1936235e-08	2.524784e-06	0.44506225	0.5549353
a31	2.210179e-15	8.51909e-14	6.922375e-15	1.017769e-10	6.8360187e-06	4.4982993e-05	0.4558375	0.54411066
a46	1.9964185e-15	1.6786938e-13	7.503285e-15	9.7545416e-11	6.0609377e-06	4.192851e-06	0.14734016	0.85264957
a31	1.7412233e-13	2.3728925e-11	4.4759463e-13	2.4908644e-09	0.00021121628	0.0002915719	0.39943087	0.60006636
</S>	2.74638e-14	5.566671e-12	1.6935914e-13	9.619437e-10	6.25634e-05	2.2232356e-05	0.11336021	0.88655496
