 	non	ho	cosa	è	da	mangiare	</S>
a31	0.0002105697	0.00037134884	0.0005807161	0.011045156	0.038278393	0.82544637	0.12406748
a8	0.00021879245	0.0007551637	0.0022220414	0.049681406	0.4548975	0.4122339	0.079991244
a31	4.461681e-08	1.3830973e-07	3.2503365e-05	0.46786642	0.21428557	0.24600667	0.07180868
a37	4.168736e-06	7.585615e-05	0.0018564609	0.30032855	0.4372877	0.24739246	0.013054794
a20	8.269076e-06	3.3961653e-05	0.0001812464	0.015667742	0.0671861	0.87689185	0.040030826
a31	2.2405722e-05	8.4518804e-05	0.00024632644	0.072396934	0.3768933	0.51054245	0.039814044
a17	3.683026e-05	7.81481e-05	3.7600144e-05	0.00070450775	0.00846287	0.94643486	0.044245258
a20	7.0798467e-07	6.088594e-07	6.0695726e-07	0.00047581096	0.011510861	0.94747776	0.04053371
a31	2.117237e-09	1.2245311e-09	3.3561034e-09	1.1517975e-05	0.0010132223	0.9744887	0.024486553
a39	4.321539e-11	8.546066e-12	4.7779638e-11	4.2415095e-08	2.1516153e-06	0.17375027	0.8262476
a35	2.8117229e-11	1.282008e-11	4.525606e-11	1.272177e-07	1.3172968e-05	0.17805605	0.82193065
a39	5.803052e-12	4.6546994e-12	6.511037e-11	2.4681174e-07	2.1406986e-05	0.18300033	0.81697804
a46	5.820029e-13	4.5069019e-13	1.0631041e-11	5.3494386e-08	3.7514124e-06	0.036402043	0.9635941
a35	1.5798587e-12	4.6489554e-13	9.331463e-12	9.2011376e-08	1.7563643e-06	0.023580974	0.9764172
a31	3.7893985e-12	1.590061e-12	3.4567568e-11	1.4551125e-07	4.4210474e-06	0.046910115	0.9530853
</S>	1.0953712e-11	5.2411834e-12	7.527382e-11	1.14488245e-07	6.3748384e-06	0.0707365	0.9292571
