 	vuole	vuole	mangiato	caldo	</S>
a37	8.3838484e-07	5.6382774e-05	0.020877212	0.97243047	0.0066350363
a31	0.037100423	0.057065807	0.6867707	0.085260116	0.13380292
a41	0.0037989551	0.036188714	0.9555429	0.0031237288	0.00134577
a31	0.00037535478	0.011916533	0.9034705	0.03373335	0.050504163
a11	0.00016312352	0.028439619	0.9606399	0.0104468325	0.00031059672
a20	3.2904472e-06	0.00017690352	0.06391795	0.8872673	0.048634555
a31	8.050096e-08	4.493468e-06	0.00172583	0.9188027	0.07946694
a18	2.1781339e-11	1.5402383e-08	0.00012599747	0.986206	0.013667971
a31	2.776611e-11	1.2296739e-08	2.3924775e-05	0.66180253	0.3381735
a20	8.8075983e-14	4.510232e-11	6.6398246e-07	0.2714397	0.7285596
a21	3.1844617e-13	1.634808e-10	3.6539268e-07	0.016821455	0.9831782
</S>	2.0030101e-13	2.3688979e-10	1.8016875e-07	0.026717553	0.9732823
