 	se	si	era	vestito	il	mio	fratello	l	avessi	portato	con	me	</S>
a31	2.6375312e-05	0.0003568316	0.0030724744	0.018867752	0.035364125	0.013545134	0.017007714	0.02553875	0.0005841045	0.38629448	0.0007867361	0.42194125	0.07661435
a41	8.470701e-05	2.2912798e-05	0.00016031256	9.303515e-06	1.03761195e-05	6.140725e-05	0.0011532877	0.011239326	0.0013951189	0.8340617	0.0051853447	0.08636825	0.06024802
a37	2.5256249e-08	2.6256933e-08	1.679183e-06	1.7961182e-05	2.1555103e-05	0.00014758052	0.004597635	0.043759122	0.005198688	0.887671	0.0014230657	0.023040567	0.034121234
a24	3.0799663e-10	4.714798e-09	9.556244e-07	1.7104718e-05	1.3399054e-05	3.9925617e-05	0.0005082638	0.005633106	0.025705053	0.9433111	0.0029739253	0.012544353	0.00925285
a28	8.9924644e-11	4.95861e-09	1.01244e-05	0.0003509401	0.00021631403	0.00039185755	0.0027942986	0.0074847657	0.03389599	0.8936359	0.0029332603	0.032111567	0.026174992
a17	6.832263e-12	3.8126224e-10	1.047973e-05	0.0020545672	0.0044731707	0.007150316	0.019478422	0.02605032	0.12811564	0.64709634	0.016486479	0.11458713	0.0344971
a31	3.071497e-12	2.0568754e-10	2.6506932e-05	0.009830029	0.0344634	0.05554999	0.12207254	0.092254385	0.081422426	0.29504567	0.015876966	0.2324787	0.060979396
a39	1.0532208e-08	2.9681648e-06	0.0955656	0.4180436	0.1271196	0.07572344	0.098396935	0.051684003	0.0017715535	0.01863437	0.001284424	0.09653496	0.01523843
a31	4.0081463e-10	7.532255e-09	0.0011408569	0.0514764	0.12931654	0.1662059	0.39818227	0.15157019	0.0068947645	0.054655053	0.00020469484	0.032788873	0.007564441
a17	4.5995438e-10	7.4678404e-08	0.0057755765	0.6997838	0.14921133	0.031902697	0.03047167	0.011082699	0.00029364126	0.005384538	0.00019135156	0.055558987	0.010343672
a18	4.241674e-11	1.0655115e-09	0.0007789029	0.042096257	0.15257318	0.19738889	0.3992083	0.1276944	0.0020895912	0.019440942	8.872859e-05	0.045212008	0.013428775
a24	4.1651974e-13	7.738797e-12	3.3329117e-05	0.013733351	0.13268235	0.2412556	0.42421037	0.09664895	0.00017421549	0.0019500987	2.8434648e-05	0.036910165	0.052373197
a18	1.1307488e-15	7.017876e-15	3.1587228e-07	0.00026827605	0.02404876	0.18621705	0.4892112	0.13666825	5.1068033e-05	0.002166828	2.1259868e-06	0.031720784	0.12964538
a31	8.914981e-15	5.2777952e-14	3.0150676e-07	0.0021585696	0.07918257	0.16925888	0.29045948	0.04367384	1.6573205e-05	0.0009811736	3.2955857e-05	0.08332624	0.33090937
a17	2.9275427e-14	2.3806396e-13	2.8915056e-06	0.08981837	0.2775505	0.07002071	0.06361863	0.007101047	2.2422795e-05	0.00096838956	3.9418326e-05	0.13860744	0.35225016
a20	3.3450446e-14	2.9818894e-13	5.0222793e-06	0.0004956616	0.016794942	0.14626032	0.36740756	0.13389872	0.000112584414	0.004971277	1.3759661e-05	0.08540003	0.24464007
a17	1.971155e-14	1.7326383e-13	1.6477782e-07	3.499105e-05	0.0038688483	0.071915224	0.2226289	0.13203606	0.0002785439	0.008514195	3.422119e-05	0.12413785	0.436551
a31	7.370454e-15	4.1167702e-14	8.4681496e-08	0.00011727753	0.015773285	0.10732597	0.19069588	0.048927683	4.9658385e-05	0.0031936592	5.7111985e-05	0.13936765	0.4944918
a17	6.060014e-15	2.0207733e-14	1.4976962e-07	0.0038839139	0.109843284	0.07038026	0.072309926	0.007394099	7.3748406e-06	0.00080131635	1.2394735e-05	0.13071933	0.6046479
a31	2.1808976e-14	2.4686533e-13	8.624907e-07	0.00019863431	0.011801125	0.11383632	0.21230264	0.09151267	0.00043679966	0.008894572	0.00017335548	0.13098033	0.42986274
a0	1.1660996e-15	3.3110791e-15	2.6110579e-08	0.0018501506	0.12208835	0.07813848	0.046081174	0.004580309	5.912207e-06	0.00037526627	2.881781e-06	0.0764044	0.67047304
a31	2.9948375e-14	3.5561205e-13	2.3140485e-06	0.0003062259	0.012289879	0.13080446	0.2764386	0.13847889	0.00070162624	0.011044919	8.292504e-05	0.08387096	0.3459792
a8	3.6021802e-16	1.0372404e-15	8.028895e-09	0.0012344645	0.14174318	0.17139481	0.08552799	0.0076687047	4.668874e-06	0.00010738687	4.24332e-07	0.025280688	0.56703764
a46	1.8914593e-14	1.663655e-13	5.7907295e-07	0.0038347936	0.27562279	0.1770341	0.082802996	0.013418388	7.388903e-05	0.0048126024	0.000113669514	0.12997566	0.31231052
a39	2.3125416e-14	1.4030079e-13	1.6614264e-07	0.0006227065	0.10663436	0.2015033	0.14224522	0.017740553	8.846507e-05	0.0063257036	0.00028289258	0.117038846	0.40751785
a8	8.159177e-15	5.4756004e-14	4.45721e-08	2.8846045e-05	0.0028266753	0.038601473	0.106432386	0.051033	0.00016855098	0.009683796	6.731641e-05	0.09123004	0.6999279
a20	3.6268193e-15	1.3594225e-14	3.2190397e-09	6.022246e-05	0.03857126	0.09590444	0.07486706	0.009377523	3.6608442e-05	0.004180321	0.00011465594	0.15490277	0.6219852
</S>	1.325128e-14	1.0766421e-13	1.7760728e-08	1.8319735e-05	0.002870737	0.0062165684	0.0069826567	0.010327525	0.0014658725	0.035975248	0.00036276176	0.19482364	0.74095666
