 	lo	posso	finire	di	scrivere	</S>
a20	1.6865401e-06	0.030597365	0.03392105	0.0014965698	0.2213682	0.71261513
a31	0.00038599878	0.03156305	0.8973886	0.041585505	0.015825989	0.013250892
a39	9.011996e-05	0.3710523	0.6136284	0.014101646	0.00030093623	0.00082662975
a24	5.447335e-07	0.10270225	0.46263883	0.08515416	0.043474015	0.3060302
a18	2.0036731e-08	0.0024980854	0.08459514	0.024418078	0.063145384	0.8253433
a24	3.98897e-09	0.0041698003	0.15695271	0.079410926	0.25741583	0.50205076
a31	7.011748e-12	8.185797e-05	0.0004567265	0.00028454736	0.36797118	0.6312056
a20	1.9057438e-13	1.3338655e-05	0.0009089998	0.0059624896	0.93882966	0.05428553
a31	6.5952376e-13	2.1047017e-06	5.3889253e-06	6.768764e-05	0.98155457	0.018370165
a1	8.9300645e-17	1.3166178e-08	1.0450486e-06	8.911784e-05	0.809292	0.1906178
a31	1.4314544e-15	1.4168835e-08	1.6860299e-06	0.0002452998	0.94965917	0.05009387
</S>	1.2072784e-16	3.6826647e-10	4.7607845e-08	4.0465184e-06	0.45223168	0.54776424
