 	voglio	che	Maria	che	venga	domani	</S>
a8	8.030475e-10	0.0011638955	0.06036745	0.0060051815	0.010420658	0.9107437	0.01129915
a31	8.7717735e-06	0.045372095	0.23545189	0.29251477	0.34652734	0.056931317	0.023193797
a8	5.6829297e-09	7.277055e-05	0.8754463	0.04258564	0.08097021	0.00069916376	0.00022596093
a31	3.7015512e-12	8.977135e-05	0.9748585	0.0056029777	0.018540397	0.00030897494	0.00059940154
a24	3.669482e-08	5.814747e-05	0.10498506	0.28403267	0.59699064	0.011590455	0.002343046
a31	1.8149038e-14	2.5770805e-09	0.016315848	0.06825522	0.8671139	0.047773905	0.00054111826
a46	1.3116529e-09	9.333018e-06	0.1261475	0.051248003	0.14162515	0.68007356	0.0008964535
a31	1.0249285e-12	1.2458152e-07	0.060605254	0.11974502	0.40354136	0.41537678	0.00073149684
a29	5.7639583e-12	2.1472314e-07	0.015166762	0.0019380094	0.013947441	0.9667904	0.0021572728
a20	2.1362563e-15	1.1871035e-09	0.0034275854	0.0019801704	0.042858236	0.94927883	0.0024551896
a0	6.050639e-17	2.205857e-12	7.3944146e-05	0.0013850295	0.7574947	0.2402925	0.0007537826
a31	9.474555e-19	7.0574434e-15	1.5577562e-07	8.87131e-06	0.09662708	0.88104415	0.022319691
a23	6.4179976e-18	1.5727022e-14	1.4368683e-05	3.3930776e-06	0.0049815313	0.70668375	0.2883169
a31	1.3252465e-18	8.166648e-15	3.1847464e-06	8.714397e-05	0.027085576	0.9471558	0.025668308
a18	5.202113e-19	1.3449644e-15	5.8027695e-07	4.231105e-07	0.00073654053	0.28543124	0.71383125
a37	1.6408333e-19	4.564772e-16	1.9811225e-08	1.4537741e-06	0.013788382	0.959142	0.027068185
a31	1.7005561e-18	9.812352e-16	7.767238e-10	3.2818217e-08	0.007075512	0.9436266	0.049297925
a20	2.702628e-19	1.2673266e-16	2.5428373e-09	5.3426213e-08	0.0005799727	0.20426568	0.7951543
a31	8.576211e-19	1.1310667e-15	6.33073e-10	3.585408e-08	0.0054887277	0.87262136	0.121889874
</S>	1.6731805e-19	5.364589e-17	4.33944e-10	1.4728607e-08	0.00023586134	0.15662555	0.8431386
