 	voglio	che	Maria	viene	domani	</S>
a33	1.03783135e-10	1.7595456e-05	0.003633763	2.8926306e-06	0.98540604	0.010939692
a31	3.6462068e-06	0.011384252	0.020119587	1.7726794e-06	0.8873196	0.08117111
a11	1.0923166e-08	7.9244855e-05	0.69972706	5.010963e-07	0.25274554	0.047447737
a31	6.932553e-12	3.496592e-06	0.8634368	2.4694313e-09	0.12261944	0.01394024
a18	1.1020384e-08	2.0592825e-05	0.008372249	1.4449995e-06	0.9855349	0.0060707484
a31	7.874644e-11	8.17688e-07	0.08548865	6.096712e-09	0.91171783	0.0027927377
a42	3.4757333e-09	3.3831896e-06	0.038329072	7.464417e-08	0.9599409	0.0017265758
a37	4.032923e-12	2.1677303e-07	0.035373658	9.576174e-11	0.96239036	0.0022357963
a31	2.5275593e-12	2.9373453e-07	0.20647748	8.65307e-11	0.7888253	0.0046969997
a20	2.4551396e-11	1.1808161e-08	0.2781188	1.8479985e-11	0.6140805	0.107800715
a31	4.8954362e-15	6.217291e-11	0.03592533	3.5674274e-13	0.79094505	0.17312966
a8	1.6193933e-15	5.6660384e-13	0.00034729892	2.4117016e-15	0.04245682	0.9571959
</S>	3.1845183e-17	2.77898e-13	1.8634328e-05	7.169097e-15	0.112552606	0.8874288
