 	non	ha	da	mangiare	</S>
a31	1.023075e-07	1.9164145e-06	0.00031540368	0.9890254	0.010657197
a20	0.003371993	0.0013083355	0.32227638	0.5713899	0.10165335
a31	3.3594535e-08	4.8055504e-06	0.081821375	0.7573879	0.1607859
a41	2.9068665e-06	6.457218e-05	0.21803777	0.7455157	0.036379065
a10	1.2880581e-07	3.6038646e-06	0.0035182908	0.98651034	0.009967601
a31	4.6543934e-07	1.5352485e-05	0.060974512	0.92828983	0.010719864
a15	3.1618914e-09	8.452728e-08	0.00048514552	0.9860453	0.013469482
a31	3.2608655e-11	2.3517865e-09	0.00019955273	0.9491433	0.050657105
a39	2.1261416e-13	1.0151718e-11	3.8999704e-07	0.33120596	0.6687937
a37	3.746122e-14	4.8978193e-13	2.8436693e-08	0.039693184	0.96030676
</S>	5.0551506e-14	3.0537688e-12	1.6844425e-08	0.006930048	0.99306995
