 	può	che	sono	ancora	svegli	</S>
a31	3.5544155e-05	0.003862934	0.17472726	0.6803123	0.07113581	0.06992619
a7	0.014493572	0.016487798	0.38112316	0.304616	0.22790362	0.055375773
a31	1.9641031e-05	0.00028781474	0.907477	0.051572014	0.027254637	0.01338881
a7	0.0001254256	0.034182943	0.7642549	0.09044163	0.09201414	0.018980864
a31	4.7497186e-05	0.002999209	0.8339483	0.13349263	0.024661664	0.004850591
a37	0.0006909994	0.06725286	0.41163832	0.47956222	0.033127453	0.007728195
a31	5.259133e-05	0.000430898	0.7938496	0.19860464	0.00618266	0.00087963615
a39	5.0976623e-06	0.00018835504	0.09849063	0.83312273	0.040818322	0.027374793
a31	2.5585468e-08	1.7301366e-08	0.005806216	0.9578024	0.029574236	0.0068170396
a20	2.7393432e-10	1.1464025e-09	0.00013484055	0.07741827	0.0635946	0.8588523
a31	6.231545e-11	5.6459806e-11	4.1308754e-06	0.6744602	0.19749132	0.12804441
a46	4.0142949e-13	6.850553e-13	5.3399964e-07	0.00398908	0.01378484	0.98222554
a8	1.1263463e-12	2.4662885e-12	4.5433344e-06	0.089982964	0.21691054	0.693102
a46	3.7141218e-13	9.759182e-13	1.5171339e-06	0.060973857	0.36772817	0.5712964
a8	5.0732063e-14	1.1578447e-13	5.9360634e-08	0.02199398	0.21399282	0.7640132
a31	2.5195303e-14	6.146201e-14	1.9960632e-08	0.010495544	0.11641365	0.87309074
a20	1.0707138e-14	2.0833334e-14	1.233526e-08	0.0036209477	0.03633434	0.96004474
</S>	2.0977035e-12	2.3889315e-12	1.6683436e-09	0.0022189072	0.060316507	0.93746454
