 	la	pasta	vuole	sale	</S>
a8	2.3829393e-06	0.00038265163	0.2889449	0.5759751	0.134695
a31	0.13319151	0.13988708	0.23215847	0.3186087	0.17615426
a28	0.00021152587	0.00495024	0.508007	0.25959563	0.22723562
a20	7.856509e-07	0.00048470686	0.33573946	0.071274996	0.5925001
a31	1.87575e-08	1.994013e-05	0.090284914	0.056841023	0.8528541
a11	4.46623e-07	1.7986631e-05	0.19339941	0.63717026	0.16941193
a18	6.2848247e-09	2.683952e-06	0.030592868	0.3042294	0.66517496
a15	3.0219036e-10	2.1723166e-07	0.0069767577	0.28327423	0.7097488
a31	1.0959912e-11	1.6475758e-08	0.00093029777	0.19027817	0.8087915
a20	2.6072758e-13	3.3746822e-10	3.1996915e-05	0.031202776	0.96876526
a6	1.0550462e-13	4.0217113e-10	5.833907e-05	0.03887052	0.9610712
a20	5.6103322e-14	1.4527213e-10	2.3790823e-05	0.013799552	0.98617667
a21	4.4860532e-14	6.262274e-11	1.3704056e-05	0.007545045	0.9924413
a20	8.647122e-14	9.291844e-11	3.1711297e-05	0.011036519	0.9889318
a0	6.772419e-14	8.476839e-11	4.20262e-05	0.013821999	0.98613596
a31	1.5110889e-13	1.8587484e-10	9.346688e-05	0.025510011	0.9743965
a39	8.606353e-12	2.1233197e-10	1.0459833e-05	0.016509427	0.9834801
a31	9.975604e-10	2.520406e-09	5.805167e-06	0.001287013	0.9987072
a35	2.4933834e-13	6.0367566e-12	3.4187843e-07	0.00042067512	0.999579
</S>	5.3499195e-11	6.9305145e-10	5.374218e-06	0.0014837957	0.9985108
