 	il	vestito	della	sposa	deve	essere	bianco	</S>
a20	6.8789924e-10	3.9763245e-07	5.739474e-06	2.763871e-05	1.0342616e-05	0.99975866	0.00018502203	1.2322803e-05
a31	8.242753e-06	0.0008499206	0.014006795	0.49520102	0.42222688	0.063148245	0.0022012878	0.0023576024
a7	1.9065683e-05	0.0028658523	0.0018383982	0.8824362	0.097311795	0.01548387	1.2191289e-05	3.2599455e-05
a31	1.6755909e-09	4.396975e-06	0.000311192	0.7215931	0.25981352	0.017879264	5.6962956e-05	0.00034155388
a21	2.4072438e-07	0.00035872226	0.015443286	0.45453194	0.5016592	0.025569733	0.00092278747	0.0015141162
a31	7.3529307e-13	4.7468435e-11	9.912023e-08	0.025949335	0.9513135	0.02159079	0.0010255164	0.00012075375
a11	4.264159e-13	5.2846105e-09	1.7685286e-05	0.0046073035	0.04745574	0.79887927	0.14436357	0.0046764715
a31	8.245454e-14	3.387631e-12	8.423781e-10	0.0027845195	0.34549648	0.5511089	0.09853067	0.0020794515
a46	4.670572e-16	1.0223026e-12	1.6401541e-08	0.000117904696	0.0015877936	0.8990854	0.094991915	0.0042170137
a31	3.174228e-16	3.180619e-14	1.8496668e-10	0.00039782288	0.024496062	0.87372184	0.09473377	0.00665053
a17	1.4729253e-17	5.219868e-15	1.4830737e-10	3.3626998e-06	6.58051e-05	0.93697816	0.04794741	0.015005317
a20	2.355493e-16	8.644551e-15	1.3912814e-11	1.3106316e-05	0.0034151825	0.89424604	0.09520976	0.0071159746
a31	2.1508443e-15	3.090219e-14	1.6195652e-11	7.4856785e-06	0.029947098	0.6916572	0.22871251	0.049675725
a20	3.5349903e-18	1.1952932e-16	1.704463e-12	1.4563462e-07	8.299197e-06	0.9131275	0.013789607	0.073074475
</S>	1.9789534e-15	3.6487235e-14	8.238484e-12	1.1561071e-07	0.0018611221	0.26597115	0.22839116	0.50377643
