 	quest	anno	che	viene	mangio	quanti	voglio	</S>
a23	1.7431606e-09	5.2231176e-06	4.217675e-05	1.0993055e-05	0.0007689595	0.006046948	0.045092102	0.9480336
a31	2.5502864e-05	0.0001759956	0.013800789	0.0007855634	0.001923958	0.30069745	0.10744437	0.5751464
a37	2.7443205e-08	1.9976851e-07	0.009407245	6.696763e-06	2.7795299e-05	0.018778235	0.00040999535	0.97136974
a20	1.5756398e-09	6.3766157e-07	0.022243915	1.4965046e-06	6.579747e-05	0.29197022	0.001379782	0.6843382
a31	6.3255785e-12	9.48508e-09	0.0030167901	1.8885943e-08	7.3394876e-06	0.5099378	0.0009379724	0.48610002
a7	1.6691035e-10	3.7872738e-08	0.000103366845	4.8948675e-07	5.9485923e-05	0.00695447	0.0022821703	0.9906
a10	4.0723965e-14	1.9297303e-11	9.860547e-06	9.997065e-10	1.8187954e-07	0.4244214	0.0008155218	0.57475305
a41	3.68802e-14	4.555648e-12	1.3484664e-05	4.6613213e-10	9.3075904e-08	0.33923733	0.00042118205	0.6603279
a37	1.23459635e-14	4.7312523e-12	1.101226e-05	1.8087284e-10	6.639785e-09	0.00785204	3.196602e-05	0.992105
a14	1.3573229e-14	4.213706e-13	9.69275e-07	1.2802136e-11	3.9492465e-10	0.00073965313	1.5905845e-05	0.9992435
a31	8.83794e-15	3.4810701e-13	1.7961464e-07	1.0089968e-11	2.0135049e-10	0.00011822956	1.5561338e-05	0.999866
a20	1.7950866e-14	1.4946102e-11	6.0575467e-06	7.4865e-12	2.0158118e-10	8.135163e-05	1.5391879e-05	0.99989724
a31	6.465804e-15	1.2850005e-11	6.772637e-07	3.1483174e-10	1.2764259e-08	0.00012576596	0.0005295864	0.99934393
a37	2.473116e-15	1.4827056e-12	1.3085207e-06	2.0836007e-12	4.1617484e-11	1.6031896e-05	1.3868893e-05	0.9999689
a7	6.792056e-13	2.3827212e-10	3.3229708e-06	8.1025847e-10	6.81195e-08	3.1864933e-05	0.00038974077	0.9995751
a10	1.9943827e-13	2.2049033e-10	5.401837e-06	1.1888511e-09	9.2323575e-08	6.138571e-05	0.00062408496	0.99930906
a7	2.7441254e-15	3.2696922e-12	4.882519e-07	4.267538e-10	1.5276385e-08	3.1127514e-05	0.00027532317	0.99969304
a39	1.2796046e-15	1.3853697e-12	5.1401435e-07	5.846472e-11	2.2602e-09	1.0421774e-05	7.724207e-05	0.9999119
a10	6.226631e-16	6.167011e-13	4.2852378e-07	1.8921793e-11	5.1295085e-10	4.475868e-06	3.9467297e-05	0.99995553
a32	1.0409151e-15	2.4204948e-12	4.682728e-07	4.1266556e-11	2.0411002e-09	1.2496281e-06	2.1115407e-05	0.99997723
a19	5.7678976e-13	9.772319e-10	1.4468988e-06	3.939251e-09	4.5392295e-07	0.0002484378	0.0025811603	0.9971685
a31	9.119957e-13	3.269981e-10	3.9274912e-07	2.1314985e-09	2.245115e-07	0.00034022832	0.0025260835	0.99713314
</S>	7.0213346e-16	2.6259666e-14	3.7607943e-09	1.9942715e-12	1.920769e-11	2.2625127e-06	2.232496e-05	0.99997544
