 	lo	sentii	che	arrivò	</S>
a11	1.1818342e-05	0.25245643	0.31915614	0.173487	0.25488862
a31	0.18086424	0.03823709	0.009959308	0.027770905	0.7431685
a28	0.00054848817	0.293326	0.005896393	0.035227243	0.6650019
a37	1.0785744e-06	0.011652822	0.0046397583	0.21490712	0.7687992
a20	1.587559e-09	9.5932366e-05	0.0010602874	0.1904311	0.8084127
a31	5.624428e-12	2.8145595e-07	3.709607e-05	0.10353407	0.8964285
a1	4.6461976e-09	0.000386219	0.12259287	0.110373944	0.7666469
a0	7.973253e-12	2.3955033e-06	0.007024904	0.7492334	0.24373926
a17	7.1138026e-12	9.3761764e-07	0.00094398035	0.24089149	0.7581635
a31	2.694805e-13	9.972665e-08	0.000267275	0.062882304	0.9368503
a0	7.1494975e-14	1.5274601e-06	0.008094803	0.3359847	0.65591896
a46	3.3751565e-12	5.5076413e-08	0.0005293259	0.17322771	0.8262429
a31	2.8666463e-13	1.6432797e-07	0.005987006	0.17687151	0.81714135
a18	6.7337417e-15	4.563608e-08	0.0007455402	0.09437095	0.90488344
a31	1.1433359e-12	7.346231e-08	0.002153584	0.077123754	0.9207226
a39	3.2227312e-15	8.6471506e-09	8.301305e-05	0.017185686	0.9827313
a31	2.156254e-13	6.297149e-08	0.0007615564	0.03706535	0.962173
a46	1.5332446e-15	2.2317626e-09	1.6988333e-05	0.004847434	0.9951356
</S>	7.445484e-14	5.4831176e-08	0.000318429	0.014045828	0.98563564
