 	mio	fratello	non	mi	ha	mai	scritto	una	lettera	</S>
a23	9.583729e-05	0.00057003193	0.0014842564	0.0037519508	0.022007871	0.11193496	0.037867144	0.025697224	0.06836835	0.7282224
a31	2.5883412e-07	3.658859e-07	2.537529e-06	0.00015257705	0.010108535	0.22745074	0.12526475	0.279675	0.32946873	0.027876511
a28	1.8436212e-06	1.1025234e-05	0.0011198847	0.0135443965	0.056952003	0.35114762	0.012379053	0.09114455	0.2555008	0.21819884
a31	6.398022e-08	2.9513828e-06	0.0005073227	0.0019231344	0.06737569	0.83676535	0.024117148	0.029951233	0.019268673	0.02008834
a29	1.7861135e-05	0.00035441102	0.0045623234	0.0018989922	0.0038015575	0.05676623	0.028997106	0.09060162	0.64257586	0.17042403
a39	2.3308911e-12	1.5695242e-10	1.7951295e-07	4.2335492e-07	6.7197607e-06	0.009732355	0.29367757	0.5864925	0.10929744	0.000792871
a31	2.5437933e-12	2.1904813e-10	3.8246216e-07	4.087656e-07	5.1589773e-06	0.012290949	0.27692476	0.6126079	0.096257284	0.0019131566
a39	1.3772147e-07	0.00011718813	0.012321321	0.0015565965	0.0004106547	0.0040292684	0.003962762	0.040267516	0.84373736	0.09359713
a41	3.003655e-10	6.487051e-09	3.2835783e-06	4.44373e-07	2.4652886e-06	0.021071676	0.116621904	0.4970628	0.34780738	0.017429998
a10	3.3622504e-11	8.474563e-09	2.487474e-05	6.174729e-06	3.055244e-06	0.0020017137	0.010812863	0.22013162	0.7470096	0.020010184
a31	5.752858e-11	4.0111908e-10	4.8339412e-08	2.4792217e-09	2.8833018e-09	0.00039447242	0.051696274	0.69603163	0.23458102	0.017296564
a18	1.5572275e-10	3.9231708e-08	9.5305426e-05	6.0317084e-06	1.7005332e-06	0.000472174	0.0001813581	0.0025345967	0.17064469	0.82606405
a31	2.0306137e-10	3.5606602e-09	6.409091e-07	4.531299e-08	6.23876e-08	0.0024962146	0.013928146	0.24593093	0.62888765	0.10875631
a3	9.982385e-12	1.263565e-08	7.897399e-05	5.379268e-06	5.308873e-07	4.8523005e-05	4.2882066e-06	7.734265e-05	0.022948895	0.9768361
a18	1.1721951e-10	3.5758492e-09	5.347685e-07	1.1873243e-08	3.283481e-09	0.00019419793	0.000295796	0.010500981	0.3023893	0.6866192
a31	1.2176647e-12	7.892086e-11	8.403799e-09	5.760702e-09	7.179782e-08	0.00048724352	0.0007764422	0.015922738	0.62135464	0.36145884
a23	1.8856054e-13	1.8246685e-10	2.0422763e-07	4.774907e-08	2.714414e-08	1.3556406e-05	1.0655995e-06	1.6872635e-05	0.010516053	0.98945224
</S>	5.476554e-13	1.6006493e-10	2.1513985e-08	1.8916696e-08	1.3324525e-07	0.00020021522	0.000109445435	0.0017835612	0.20626993	0.79163665
