 	sto	ancora	cucinando	</S>
a20	3.924608e-05	0.041524015	0.01218438	0.9462524
a31	0.003651588	0.3214331	0.21285808	0.4620572
a37	0.57050055	0.014799643	0.005809063	0.4088908
a20	0.00028192025	0.015715584	0.0111140935	0.97288847
a31	6.845052e-07	0.005263557	0.0061929133	0.9885429
a30	4.1581523e-05	0.050665017	0.01210515	0.93718827
a46	2.1682962e-09	1.1246657e-05	0.00033619974	0.9996525
a31	4.833369e-08	9.953674e-06	0.00014865842	0.99984133
a39	7.100067e-09	2.4646797e-05	0.00038812036	0.99958724
a15	9.1238395e-09	1.2444804e-06	4.6645193e-05	0.9999521
a20	3.0076237e-09	2.0497414e-06	0.00031204525	0.9996859
a22	2.7730416e-09	3.9596193e-07	7.9377525e-05	0.99992025
a31	9.0119867e-10	8.985289e-08	3.631568e-05	0.99996364
a46	1.2562213e-12	1.08180394e-07	0.00057838624	0.9994215
</S>	3.6258123e-12	1.666737e-07	0.0012708063	0.99872905
