 	che	consuma	poco	benzina	</S>
a31	4.8182667e-08	0.004514062	6.6181804e-07	0.98670167	0.00878361
a41	0.09242626	0.07753874	0.6682871	0.14342973	0.018318148
a31	1.3358137e-05	0.08251991	0.81700796	0.059394874	0.041063976
a28	0.0023771022	0.57797015	0.024634022	0.35774624	0.037272543
a24	3.814895e-06	0.30066058	0.005311088	0.6727118	0.021312688
a31	1.253012e-08	0.027041733	1.628213e-05	0.9410996	0.031842384
a11	1.6662367e-09	0.019177191	1.10641795e-05	0.96616536	0.01464636
a31	4.746472e-12	0.00069393055	5.1601543e-08	0.97866666	0.020639459
a46	3.009952e-13	0.0011799405	5.065214e-08	0.91477007	0.084049955
a31	7.094682e-15	1.8511357e-06	4.512978e-10	0.9772735	0.022724645
</S>	5.061765e-16	1.3750453e-07	2.1606661e-11	0.80046034	0.19953956
