 	li	vestono	i	genitori	</S>
a31	2.1047024e-06	0.019098097	0.2960317	0.66787976	0.016988305
a46	0.002787233	0.0020133571	0.60599947	0.31316316	0.07603674
a18	2.994187e-07	0.0011974323	0.6121456	0.10891438	0.27774227
a35	8.477268e-08	0.00012265902	0.1700775	0.07704685	0.75275296
a15	8.782331e-08	0.00028809853	0.15878597	0.10910001	0.7318258
a39	1.9193093e-10	2.800361e-06	0.020623837	0.082337305	0.8970361
a31	3.1529784e-13	6.334362e-09	0.0014853706	0.06524992	0.93326473
a11	1.2325083e-11	3.1439683e-06	0.019536078	0.8938845	0.08657628
a20	5.3037644e-12	6.7786395e-08	0.008082385	0.61504436	0.37687317
a31	2.2989217e-12	6.869924e-09	0.00056302635	0.3630418	0.63639516
a39	2.613802e-15	2.0551268e-10	0.0002209081	0.25776827	0.7420109
a20	1.8374831e-13	4.406882e-10	9.737498e-05	0.37134868	0.6285539
a46	1.3381725e-13	6.7281736e-11	2.547839e-06	0.065124296	0.9348731
a31	5.099026e-15	1.0768729e-10	2.188466e-05	0.10443646	0.89554167
a15	1.0698529e-15	2.8350083e-11	1.2151999e-05	0.038483236	0.9615046
a24	1.0945718e-14	1.08000085e-11	8.903494e-07	0.02367056	0.97632855
a20	2.93999e-14	3.4599205e-11	3.0055084e-08	0.0007680924	0.99923193
a31	1.2674449e-15	9.0058364e-13	2.1820332e-09	0.0002253495	0.99977463
a13	2.677058e-17	4.8967385e-14	7.3048683e-09	0.00078052515	0.9992194
a46	8.2887874e-15	1.7415543e-12	1.22435075e-08	0.0009900884	0.99900985
a14	1.1488508e-16	3.703565e-13	3.786813e-08	0.0021994233	0.9978005
a20	7.637646e-15	1.8536477e-12	5.1040456e-09	0.00026237837	0.99973756
a31	1.503213e-15	4.4487368e-13	1.5179404e-09	0.00010620654	0.9998938
</S>	8.4374494e-17	1.3597747e-13	1.8278559e-08	0.0011569363	0.9988431
