 	possono	essere	ancora	svegli	</S>
a31	0.0024972975	0.96932745	0.026594276	0.0008901272	0.00069084595
a20	0.9321966	0.005157971	0.016503429	0.023663031	0.022478968
a23	0.013624745	0.013231688	0.057401832	0.085999265	0.82974243
a31	0.020862535	0.047194563	0.119446546	0.11816202	0.6943343
a20	0.67018026	0.2557669	0.031082354	0.008110175	0.034860287
a11	0.009461285	0.1223143	0.4660982	0.06462939	0.33749685
a20	0.00032366667	0.011215884	0.49869603	0.06478755	0.4249768
a31	6.5076114e-05	0.005125552	0.18078415	0.0471746	0.7668506
a37	9.627892e-06	0.124122	0.79239315	0.06984047	0.013634722
a31	1.5277782e-06	0.014858988	0.39204597	0.18662496	0.4064686
a11	2.922074e-08	0.016493654	0.21707822	0.42371005	0.34271803
a46	3.2066872e-08	0.004199974	0.2651653	0.4345595	0.29607525
a31	2.7919416e-08	0.0012961442	0.20646095	0.6267697	0.16547312
a46	9.436177e-10	0.00019189237	0.014597518	0.24411647	0.7410941
a31	6.2693486e-09	0.00017130435	0.11496341	0.6567203	0.228145
a20	4.2480717e-11	1.2627989e-05	0.002070535	0.07327217	0.9246447
a28	2.6450428e-10	0.000104130195	0.0073570013	0.38373083	0.60880804
</S>	5.404845e-11	1.0714191e-05	0.00036690282	0.09566009	0.90396225
