 	non	aveva	cosa	a	fare	</S>
a31	2.758009e-06	2.344501e-06	0.0020930895	0.77821803	0.05109929	0.1685845
a18	0.0019261114	7.2556555e-05	0.0088337585	0.087898254	0.4669283	0.434341
a24	1.729638e-08	2.9407081e-09	0.00066954637	0.64030874	0.15598229	0.20303938
a20	1.378278e-09	3.2046e-08	0.00025628394	0.19770674	0.05613333	0.7459036
a31	5.8576806e-09	1.5665714e-08	0.00012982209	0.27936202	0.07138433	0.6491238
a18	1.0121395e-06	3.1708822e-07	0.0007710118	0.8825952	0.02422897	0.09240346
a31	1.445551e-09	1.8917838e-09	1.3552929e-05	0.8602973	0.064666346	0.07502282
a17	3.6209586e-12	3.5566845e-12	1.502684e-08	0.03906562	0.41538554	0.5455488
a20	3.0875341e-12	6.7519894e-13	7.226675e-09	0.0042201662	0.04299857	0.95278126
a31	2.5633547e-12	7.638178e-13	9.899683e-10	5.793888e-05	0.0013670414	0.998575
</S>	1.9435194e-15	3.1991922e-15	1.0964864e-11	2.4662777e-06	0.00044451843	0.999553
