 	il	lenzuolo	vuole	lavato	</S>
a31	1.8747357e-07	4.9209575e-07	0.004589181	0.94115174	0.054258373
a7	0.00056383427	0.00028547487	0.08132411	0.82831025	0.08951627
a31	4.016848e-09	9.996872e-07	0.70382625	0.25117403	0.044998784
a0	2.0184991e-06	4.636055e-06	0.41722712	0.53389204	0.048874155
a17	1.2601638e-06	2.2119307e-06	0.16405566	0.75401413	0.08192669
a13	2.622547e-07	1.1883733e-06	0.2584757	0.7180906	0.02343226
a31	4.4083817e-09	1.1152377e-07	0.104092225	0.8102506	0.08565701
a17	5.4523014e-10	4.8404875e-10	0.006291156	0.021741536	0.97196734
a8	2.6299246e-11	4.5085868e-10	0.0030782234	0.070948824	0.925973
a31	5.697643e-12	2.2694652e-10	0.00031434785	0.01708423	0.98260146
a24	1.2726295e-14	1.3944629e-12	9.615222e-07	4.516051e-05	0.99995387
a46	2.3015072e-13	2.2443937e-12	1.6009977e-08	1.674531e-05	0.9999832
a24	6.3858356e-15	1.6103196e-12	1.922347e-07	9.1408765e-06	0.9999907
a37	5.889435e-13	7.531413e-12	1.9040108e-08	7.6613405e-06	0.9999924
a31	1.7121528e-14	1.3006516e-12	1.9626984e-07	6.6657326e-06	0.9999931
</S>	9.481086e-14	4.507742e-12	1.4138438e-07	1.2955799e-05	0.9999869
