 	Marika	tu	hai	mangiato	</S>
a8	9.5196623e-07	0.3076661	0.0038972388	0.53710294	0.1513328
a31	3.54424e-06	0.9150624	0.02046419	0.047660436	0.01680948
a24	9.676212e-08	0.9996475	4.613143e-05	7.045146e-05	0.000235852
a31	7.09851e-08	0.99955624	0.00014419314	0.00015348403	0.00014596981
a28	2.404992e-05	0.89989996	0.039602432	0.034856804	0.025616894
a31	7.016622e-08	0.7926525	0.019137988	0.1648186	0.023390798
a3	6.851191e-08	0.20188731	0.0065382174	0.57976407	0.21181037
a18	1.0506895e-10	0.0054360307	7.281698e-05	0.8207078	0.17378336
a31	7.6147584e-13	0.009175762	7.928662e-05	0.91115385	0.07959118
a23	6.1796026e-15	0.00057124346	8.950172e-07	0.28910938	0.7103185
a31	3.2401885e-16	2.837512e-05	1.38185e-07	0.7560092	0.2439623
a20	1.6483063e-17	1.9622375e-06	1.3014729e-09	0.07174093	0.92825705
</S>	4.9322402e-15	2.6604047e-07	1.1165879e-08	0.43393314	0.56606656
