 	è	facile	che	stanno	ancora	svegli	</S>
a31	0.0018584912	0.00037897803	0.008503691	0.6111874	0.1821366	0.048141934	0.14779286
a39	3.855072e-05	0.023495335	0.06795347	0.21629864	0.46150705	0.19265355	0.03805344
a31	1.7085712e-08	0.00083635974	0.09432921	0.62821877	0.19198853	0.0374128	0.04721433
a0	8.5544825e-06	0.0053157294	0.64698166	0.28146705	0.025207415	0.025626019	0.01539365
a31	5.2257697e-06	0.010366973	0.22633904	0.67128927	0.059631396	0.014239652	0.018128457
a13	0.00094676024	0.012173715	0.3117758	0.59642136	0.04667406	0.020007962	0.01200035
a31	1.476808e-06	0.0044750036	0.105207734	0.7620213	0.1110999	0.0067747366	0.010419838
a37	1.9975994e-05	0.0021244956	0.042067446	0.62726384	0.12258438	0.045506362	0.1604334
a31	6.7179435e-08	5.0613922e-05	5.8417107e-05	0.25862202	0.5296605	0.039366152	0.17224209
a11	4.095659e-09	2.6850478e-06	5.0975585e-05	0.035046943	0.020975629	0.03856267	0.9053611
a39	1.4466062e-09	3.8889348e-06	5.3191844e-08	0.0018087461	0.12775002	0.025190635	0.8452466
a0	4.0936407e-11	3.1780405e-07	7.665183e-09	0.00024394844	0.06264913	0.018704409	0.91840214
a41	1.779663e-11	3.362076e-08	2.2917082e-09	9.062465e-07	0.0014158111	0.0005875517	0.99799573
a0	2.5067272e-13	9.734077e-10	9.957442e-11	2.42366e-06	0.002297453	0.0008905487	0.99680954
a20	8.059458e-11	5.672298e-08	1.6165885e-09	3.809583e-07	0.000513633	0.0002458832	0.99924004
a31	1.8476411e-11	8.461939e-09	2.2750239e-10	3.8681955e-07	0.000552828	0.00016669341	0.99928015
a30	6.481462e-14	3.4120076e-10	1.9671162e-11	2.7083204e-06	0.00094542664	0.00044937964	0.99860245
a41	4.1748896e-12	8.971789e-09	8.284794e-11	9.5629475e-06	0.0054601044	0.0013810553	0.9931492
a31	7.1172663e-13	4.3087054e-09	6.8689415e-11	7.0840765e-06	0.0030021225	0.00079232495	0.9961985
</S>	2.5252925e-12	1.4709071e-08	8.523428e-11	3.6994883e-05	0.0102454	0.0028127467	0.9869048
