 	hai	già	mangiato	</S>
a31	2.4161747e-07	2.0459327e-06	0.9926063	0.007391514
a37	0.013107492	0.0035805858	0.8937719	0.08953997
a31	0.00014233112	0.00039785946	0.84574294	0.15371689
a46	0.00032096426	0.0016308213	0.9873153	0.010732896
a31	2.530363e-05	6.474304e-06	0.9901238	0.009844443
a39	1.2180909e-06	3.7077207e-06	0.99421304	0.0057819993
a20	1.846326e-07	1.9893375e-07	0.9956019	0.0043977224
a31	1.7190953e-08	3.3112673e-08	0.98451036	0.015489688
a46	2.4519551e-11	3.2702527e-10	0.74967337	0.25032666
a31	3.3853795e-11	1.8632736e-10	0.5288654	0.4711346
a18	3.7129935e-13	6.104645e-13	0.009928453	0.99007154
a24	1.0470719e-11	6.097858e-11	0.010273337	0.9897266
a46	3.255997e-10	7.689813e-10	0.00027670714	0.99972326
</S>	1.0609976e-11	3.82757e-10	0.00011859353	0.9998814
