 	sto	e	cucino	</S>
a31	4.226553e-06	2.9297673e-06	0.9773351	0.022657774
a20	0.13996851	0.010734505	0.60706353	0.24223341
a31	0.004147499	0.002358721	0.49129206	0.50220174
a37	0.31226066	0.024675611	0.619029	0.044034712
a18	0.0006778888	7.5838754e-05	0.9787169	0.02052939
a31	0.0021203698	0.0002868744	0.9658242	0.031768564
a20	0.0027646767	9.533773e-06	0.9842635	0.012962315
a31	4.957627e-06	2.0645325e-06	0.9867137	0.01327919
a28	1.7767644e-07	2.1441222e-08	0.84454936	0.15545043
a33	4.9855925e-10	3.64872e-10	0.18254204	0.817458
a31	3.0210248e-10	3.677057e-09	0.6719069	0.32809317
</S>	2.1525854e-12	2.0460426e-12	0.021723896	0.9782761
