 	è	possibile	che	è	entrato	da	qui	</S>
a13	0.00066668284	0.0029858572	0.0074213976	0.0026979125	4.094863e-05	0.0008064902	0.90834826	0.077032454
a31	0.0003388406	0.0019632173	0.21577875	0.118441716	0.09763748	0.40104368	0.13434114	0.030455153
a15	4.1551561e-07	1.3729078e-05	0.0004423314	0.00439713	0.042175207	0.3621214	0.5815812	0.009268556
a20	4.944765e-06	0.0002665761	0.017256288	0.03621885	0.000683488	0.031034848	0.73243034	0.1821047
a11	5.325043e-06	0.00021231796	0.0014609952	0.0007851964	1.2038213e-05	0.0007896856	0.86740637	0.12932812
a31	1.2156e-06	7.662432e-05	1.1300481e-05	1.6392769e-05	6.5211e-07	1.0988217e-05	0.96614057	0.03374228
a39	8.212181e-07	0.00014218461	4.9160422e-05	1.355902e-06	8.426397e-08	4.3582822e-06	0.998899	0.00090298953
a46	1.0907653e-07	1.636067e-05	1.8070112e-06	1.9201939e-06	9.91325e-08	1.1180712e-06	0.9991836	0.00079494173
a18	1.39565195e-08	1.9834795e-06	1.818887e-06	1.3115878e-06	5.0089994e-07	1.0351304e-05	0.9983699	0.0016142748
a31	2.4624371e-09	4.96858e-07	1.5267035e-07	8.8015065e-07	6.6946393e-07	4.886726e-06	0.9977563	0.002236659
a13	3.167976e-10	1.7345978e-07	8.5786676e-09	5.6149993e-08	2.9909216e-08	2.8287826e-07	0.9971438	0.0028556758
a31	9.585163e-10	2.397842e-07	4.6970015e-08	1.9854785e-07	6.904208e-07	7.616203e-06	0.9900345	0.009956749
a46	3.3820888e-10	1.16213585e-07	3.3583383e-09	6.6982864e-08	5.5491885e-08	3.2723094e-07	0.9847503	0.0152492225
a31	2.5257958e-09	4.7283308e-07	2.9629192e-08	2.674877e-07	1.0811568e-06	6.591899e-06	0.9861346	0.013857001
</S>	1.7436562e-09	3.8690428e-07	1.1589281e-08	1.3688191e-07	1.9087378e-07	9.310251e-07	0.97121567	0.028782686
