 	oggi	io	non	ho	cosa	da	fare	</S>
a46	0.0010000193	0.031058077	0.08747579	0.28468278	0.11501396	0.049410824	0.065707594	0.36565098
a27	0.013118967	0.00055161346	0.0079905	0.03647264	0.114068784	0.2667402	0.28100756	0.28004977
a8	9.273667e-06	8.570452e-05	0.16195057	0.09616498	0.077825285	0.20959641	0.20812245	0.24624538
a28	4.0030336e-05	0.00017719694	0.03699556	0.026685975	0.010933098	0.23209856	0.3443247	0.34874484
a31	1.0755353e-07	5.0178955e-06	0.017858643	0.0781038	0.029202228	0.34328008	0.2526535	0.2788966
a24	4.172291e-08	1.0273804e-06	2.8906998e-05	0.0011486842	0.010530924	0.30537006	0.30153632	0.381384
a31	3.5486094e-13	4.9724207e-09	4.481257e-06	0.0022019437	0.019546587	0.58422405	0.17204319	0.22197981
a10	1.317905e-08	7.1437344e-06	3.280932e-05	0.0004431817	0.0041961144	0.14050318	0.26228368	0.5925339
a20	1.1981692e-12	8.860841e-08	3.9659326e-06	0.0029521368	0.031193735	0.55407107	0.20684329	0.20493573
a31	6.26421e-13	1.0070322e-06	4.631805e-06	0.0002854506	0.020137353	0.4576907	0.23998815	0.28189278
a39	8.289235e-13	2.8619506e-05	0.0024174415	0.006467669	0.04712526	0.22264145	0.4072974	0.31402218
a31	1.7309829e-12	1.46653065e-05	9.262618e-05	0.00013256287	0.017958956	0.6998716	0.22405793	0.057871617
a18	1.6419856e-14	3.857939e-07	1.86848e-05	0.00013869489	0.0020815546	0.09249367	0.47897816	0.42628887
a31	1.6042254e-13	3.16118e-06	4.6274658e-05	0.00037614375	0.024761047	0.65348536	0.271682	0.049645986
a17	6.3656034e-15	4.3162853e-08	4.9075743e-06	3.651874e-05	0.00073329115	0.07143705	0.47966468	0.44812348
a31	1.411733e-13	1.2668938e-06	1.1889598e-05	0.0005907687	0.051606577	0.5155453	0.32761258	0.10463161
a8	9.4062695e-15	1.0991792e-08	4.5899816e-07	6.7745123e-06	0.00037183557	0.028815206	0.28354296	0.6872628
</S>	1.7346045e-13	1.6008238e-07	2.1875064e-06	0.00017076773	0.014686636	0.1769061	0.4523178	0.35591632
