 	non	ti	dimentichiamo	mai	</S>
a8	1.6736388e-08	3.9088398e-05	0.9778426	0.020906847	0.0012114941
a31	0.00040951974	0.0029796392	0.86849177	0.05350594	0.074613206
a20	3.927958e-05	0.048124585	0.94956076	0.0013407449	0.0009346702
a31	2.2676883e-08	0.0019456984	0.9850781	0.0027775003	0.01019868
a13	1.404816e-06	0.39505166	0.58330864	0.01321045	0.008427841
a31	3.703617e-09	5.308651e-06	0.6859664	0.26759338	0.04643497
a13	1.171509e-09	1.4167828e-05	0.69344026	0.30551457	0.0010310254
a1	8.368007e-12	7.438409e-10	0.10996541	0.8837785	0.006256083
a31	1.27607725e-11	2.9599823e-07	0.5319359	0.46520993	0.0028538425
a41	1.1918677e-12	2.697997e-08	0.6248085	0.37442353	0.0007679725
a15	7.2204883e-13	2.0664714e-10	0.16953743	0.82620704	0.0042555495
a13	4.1762885e-13	1.5739564e-10	0.24416746	0.7480228	0.007809729
a31	4.079984e-13	6.2180565e-12	0.016768068	0.9403115	0.04292036
a11	3.3000457e-15	1.1163092e-12	0.31113252	0.5629884	0.12587905
a31	1.07212145e-13	1.8894044e-12	0.010485749	0.920015	0.06949929
a46	4.1494463e-16	2.2041864e-13	0.10416686	0.32583404	0.5699991
a31	6.7593953e-15	3.6514645e-12	0.02083496	0.79479384	0.18437122
a46	6.024664e-16	2.299203e-13	0.019507246	0.15706281	0.82342994
a31	5.4436046e-15	1.863826e-12	0.009427495	0.6241477	0.3664248
</S>	2.1823768e-16	4.0799202e-14	0.0038423787	0.06548654	0.93067116
