 	io	dopo	torno	vecchia	vendo	mia	casa	che	ho	Venezia	a	Venezia	e	vengo	da	vivere	qui	a	Kalimara	</S>
a8	7.1299238e-09	3.7949693e-08	6.3667496e-05	0.018845454	0.48381343	0.19396429	0.10713227	0.019219942	0.009218426	0.00029259452	0.018514955	0.00010243746	2.3029324e-05	0.0012357719	0.00056879775	6.325618e-07	0.14453171	0.0022470774	1.0859262e-05	0.00021462241
a37	3.6116626e-07	1.8765294e-07	2.0343105e-06	0.0002272852	0.0076916004	0.002868451	0.00014866157	0.00014541585	0.00024273228	0.00022807122	0.000996839	0.0039974265	0.0015323284	0.650693	0.15163617	0.00040587175	0.091631904	0.065737344	0.005338606	0.016475685
a31	9.840562e-10	8.916533e-09	8.237987e-09	0.0034959486	0.06880436	0.009533259	0.0001538563	0.000100013705	0.00028386133	0.00025231982	0.0033175342	0.0066053635	0.00013981546	0.53558	0.24404924	0.00021703474	0.06278414	0.059283692	0.00017965508	0.0052199927
a29	5.011023e-09	1.402925e-09	1.3463476e-08	9.265166e-06	0.0015169744	0.0073183263	0.00032934838	4.1198415e-05	3.1961183e-05	1.87259e-05	0.00038511096	0.00076552783	8.054935e-05	0.15959553	0.13819115	9.317162e-06	0.1227323	0.5611246	0.0004714983	0.007378577
a1	5.674282e-13	3.221713e-10	2.4570688e-09	1.6503668e-06	9.028873e-05	0.0004939767	4.7312493e-05	3.8304793e-06	3.7529821e-06	3.0896108e-06	7.8233e-05	0.00042783853	6.919614e-05	0.039773803	0.117884	3.0158548e-05	0.073284864	0.76581913	5.157421e-05	0.0019371997
a39	3.3289544e-13	4.2662724e-11	1.4401272e-09	8.368928e-09	6.802716e-07	9.619262e-06	1.1480328e-05	1.3296506e-06	2.4155288e-06	1.9125616e-06	5.2202027e-05	0.00018512856	4.2845153e-05	0.0061012404	0.0101271	7.4826454e-07	0.027685793	0.95301485	0.00017155329	0.0025912
a3	9.175131e-17	4.80628e-12	2.6640207e-10	1.8414273e-07	9.7261445e-06	4.0824758e-05	1.6315978e-05	1.5439917e-06	3.1329635e-06	2.797939e-06	8.162908e-05	0.00051639555	4.3943208e-05	0.018718917	0.05397628	1.3489937e-05	0.05798073	0.8657831	3.0435203e-05	0.0027804568
a20	2.1719154e-17	8.124906e-13	5.700194e-11	2.5549633e-07	1.0641291e-05	1.7541794e-05	6.33105e-06	8.0613097e-07	2.5296017e-06	2.250175e-06	7.5429874e-05	0.00042360174	2.9957642e-05	0.018511457	0.098993264	5.265121e-05	0.16621597	0.7099741	3.778606e-05	0.0056454004
a8	1.1315807e-17	3.9277446e-13	2.971744e-11	2.3496084e-07	1.6729045e-05	2.6514888e-05	1.2657165e-05	1.977432e-06	6.7994433e-06	5.667192e-06	0.00013285187	0.0004924228	3.734615e-05	0.014281581	0.08237389	8.159872e-05	0.33185363	0.5613395	5.021651e-05	0.009286379
a17	5.753205e-17	3.241576e-12	1.03898e-10	1.6393361e-08	3.7379783e-07	4.8736297e-07	8.90386e-07	5.498624e-07	2.8063944e-06	1.9434376e-06	3.6053192e-05	4.356591e-05	1.2965095e-05	0.0010122781	0.016593337	5.039161e-05	0.107775785	0.7437171	0.0017397355	0.12901182
a31	6.1204574e-18	3.922987e-13	7.408377e-12	1.5219078e-07	6.6658204e-06	6.6794064e-06	7.753902e-06	3.4985255e-06	1.49072885e-05	1.1758318e-05	0.00013577804	0.00022560042	2.167976e-05	0.0029215226	0.05161803	0.0003274811	0.3168692	0.5716598	0.0003633006	0.055806275
a10	4.387207e-17	3.583943e-11	3.6690175e-11	3.5156543e-08	3.6716435e-07	4.142625e-07	9.4390566e-07	9.849582e-07	4.28956e-06	2.862484e-06	4.1333515e-05	2.5696916e-05	2.5867864e-06	0.00015442638	0.0034893788	7.835738e-05	0.023691619	0.562764	0.0052442187	0.40449858
a31	8.990604e-17	2.1369727e-12	3.7518616e-13	8.112934e-08	2.2812517e-05	3.4055833e-05	3.7731872e-05	1.6235566e-05	5.761599e-05	4.7681817e-05	0.00037799205	0.00054936134	2.2870134e-05	0.0024554858	0.044922996	0.000598412	0.51160544	0.39876908	0.00024958767	0.040232558
a39	6.0585927e-16	2.288205e-10	4.047538e-10	8.315967e-07	4.6805635e-06	4.6137006e-06	6.7206647e-06	5.724877e-06	1.9673835e-05	1.200309e-05	0.000162546	7.778563e-05	2.9616833e-06	0.0002860279	0.0043503195	0.00023944264	0.025366329	0.60803336	0.00330745	0.3581195
a31	9.043595e-16	2.91104e-11	1.8415095e-13	4.14079e-07	6.104967e-05	5.9644102e-05	9.316876e-05	9.045785e-05	0.0003705137	0.00029205455	0.0020501518	0.0020474135	2.1736025e-05	0.0041191853	0.06295754	0.0033046147	0.43688446	0.37269944	0.00077074795	0.11417743
a24	1.5695316e-15	1.4731528e-09	2.4911216e-08	4.78923e-05	0.00040307632	0.0011115506	0.0016922867	0.00082494866	0.0006981036	0.00024146072	0.0016039205	0.0005235385	4.3430504e-05	0.0022366282	0.017048726	0.00018635804	0.07572292	0.77293926	0.00057266443	0.12410311
a37	1.1113355e-15	1.486426e-10	1.2450297e-13	1.1779312e-07	1.4436308e-05	2.5873533e-05	5.6162797e-05	2.8112521e-05	8.798809e-05	4.850191e-05	0.00077944994	0.00044936643	5.3100433e-07	0.0012730962	0.022851799	0.000115464085	0.20519562	0.74560034	2.4364697e-05	0.023448806
a31	2.3646451e-15	5.0533067e-11	2.1937877e-14	1.1903296e-06	0.00012717335	0.00018231098	0.00040891275	0.00040192346	0.001115884	0.0007624611	0.0054410696	0.005214388	1.5568734e-05	0.008963812	0.068591245	0.00027443861	0.25355262	0.5787919	4.4176013e-05	0.07611092
a11	2.0518276e-16	9.226387e-11	1.4094728e-09	2.8605442e-05	0.00041228562	0.0009030194	0.002519366	0.0029448238	0.00317365	0.0009278776	0.005384372	0.0015830576	0.00015647554	0.005317282	0.010704442	2.6158366e-05	0.025920259	0.83217585	0.00010006548	0.10772232
a16	4.9198333e-15	1.2001703e-09	6.2253463e-13	4.0192544e-06	0.00030564386	0.000985166	0.0034191762	0.0023548896	0.0026878738	0.0012057782	0.0069458983	0.005661241	3.0882613e-05	0.016609112	0.092313975	5.5379638e-05	0.17274094	0.67472494	4.1465505e-06	0.019950917
a31	4.7492303e-15	1.0126814e-10	3.4940187e-14	5.233223e-06	0.00058571773	0.0012894046	0.0034927456	0.0035217144	0.0064402507	0.004020183	0.020676242	0.02094988	0.00011342437	0.02925708	0.08805936	4.557215e-05	0.18460679	0.55275995	1.2721372e-05	0.08416373
a39	2.8208295e-17	2.9050734e-11	9.887885e-11	5.6002987e-06	0.00010982607	0.00024298638	0.0009753435	0.0017807281	0.00288592	0.0011048417	0.006935756	0.002233905	9.712325e-05	0.0031331566	0.003882395	4.2193124e-06	0.006548016	0.7819316	7.802405e-05	0.18805055
a37	2.2597795e-15	2.0937634e-09	6.9497533e-13	1.3018599e-05	0.0014296226	0.002944431	0.0102023445	0.010909924	0.01612313	0.0069088507	0.03955232	0.032691527	0.00014149222	0.04569011	0.10282425	0.00011294668	0.23800157	0.41241494	2.9351831e-05	0.08001016
a10	9.102506e-15	2.805776e-10	5.310845e-14	2.3947632e-06	0.0006908669	0.0023407452	0.011818197	0.02864214	0.07816012	0.060915533	0.19614422	0.12799886	0.0003022443	0.024076361	0.016573401	2.140953e-05	0.08512478	0.16766748	6.182039e-05	0.19945948
a20	3.6343368e-14	3.7213108e-10	7.640338e-14	7.3791136e-07	0.0002256005	0.003362874	0.0343868	0.054933447	0.049785186	0.027902015	0.055522285	0.042134423	0.0018882381	0.03759236	0.036489155	7.663989e-05	0.50563306	0.088581264	3.760675e-05	0.061448276
a36	2.3406326e-14	4.2691427e-11	1.0223126e-14	7.437556e-07	0.00013357872	0.0014295914	0.016295344	0.036531303	0.0407466	0.02453507	0.056587294	0.038170114	0.0008086502	0.032953307	0.041806027	1.6045024e-05	0.50919116	0.12127592	8.212122e-06	0.079511024
a24	1.4504644e-15	8.090042e-11	3.244417e-11	3.7752733e-07	0.00012643394	0.0012568659	0.01830709	0.05154513	0.06773501	0.025093442	0.0877718	0.017460119	0.0004707183	0.0067174407	0.003500683	2.6911496e-06	0.1011021	0.08350058	0.00066012354	0.5347494
a31	1.3001968e-14	9.577236e-11	1.0486184e-14	2.699693e-08	2.222346e-05	0.000622079	0.017257543	0.058119405	0.096238784	0.07558784	0.16125503	0.05861858	0.0001213424	0.0053081554	0.0026918612	8.150502e-06	0.16163534	0.149176	0.00020947338	0.21312824
a8	1.2192039e-15	1.0946488e-10	5.0679298e-11	1.6065765e-06	0.00027359533	0.0011662457	0.00843114	0.021049567	0.03419138	0.012438245	0.06299976	0.01425926	0.00031411866	0.007461371	0.005658616	2.756402e-06	0.07762542	0.1298478	0.00029854148	0.6239806
a31	2.2841275e-15	1.5052402e-10	7.0275448e-12	1.1811133e-07	0.000119324075	0.0019787815	0.035611328	0.09845646	0.105681084	0.039763108	0.11390958	0.022687612	0.00047856796	0.007947716	0.0048414175	4.5682564e-06	0.105197415	0.0678557	0.00028132982	0.39518592
a17	2.6195616e-16	3.351361e-11	3.8912575e-12	9.637228e-07	0.00018090822	0.00045459377	0.0033405283	0.011649087	0.023513941	0.0074258856	0.046016134	0.011164167	0.0002457827	0.0076380773	0.0062088715	3.7416476e-06	0.038572323	0.18360631	0.00010073832	0.65987796
a31	4.719229e-15	4.6771663e-11	2.0326062e-14	1.813563e-07	0.000111096124	0.002198294	0.048341583	0.13838306	0.15290593	0.08172492	0.16939822	0.058360223	0.0003286738	0.012242376	0.010030731	3.5348387e-06	0.12741362	0.052304	1.751641e-05	0.14623603
a3	3.576536e-17	9.052799e-12	1.0230101e-12	4.3223926e-07	5.4355307e-05	0.00010351543	0.0008443133	0.003797555	0.012068882	0.00489662	0.035803925	0.009956367	0.00012807695	0.0046290457	0.0025232574	1.0747068e-06	0.011050151	0.22075015	6.9637485e-05	0.6933227
a20	1.5060549e-14	3.4479727e-10	1.4654483e-14	9.11057e-07	0.00013196444	0.0011638886	0.020543324	0.074693106	0.111667804	0.068170145	0.1786871	0.076862976	0.00014169361	0.01220725	0.01231713	4.913755e-06	0.24960776	0.11452697	9.270015e-06	0.07926379
a8	9.288477e-15	1.0039271e-11	3.2151526e-15	2.1684991e-07	0.00013096408	0.0031824396	0.059187893	0.12989216	0.1247836	0.06817166	0.13945457	0.06330522	0.00050017267	0.021448398	0.011505957	6.4226373e-07	0.21858075	0.07415127	2.4402714e-06	0.0857016
a23	1.6663872e-15	8.850898e-11	3.002998e-11	1.3822073e-07	7.713592e-05	0.0024084952	0.06790318	0.15769026	0.12292753	0.039907318	0.10203624	0.016712276	0.0007471263	0.0054890746	0.0014053625	1.2549683e-06	0.07846557	0.053653125	0.00036559874	0.3502103
a31	2.2690892e-15	6.2948986e-11	5.285095e-12	9.6833794e-08	9.659763e-05	0.0029114792	0.072984755	0.17472933	0.13221306	0.047289107	0.107378244	0.017955285	0.00046509353	0.0053481855	0.0023100625	1.5891982e-06	0.08049003	0.04748637	0.00012033951	0.30822036
a20	1.554892e-15	5.0597495e-11	9.782727e-12	2.983522e-07	0.00019190101	0.0022168802	0.030561658	0.0877541	0.090585664	0.030154457	0.09193684	0.01636347	0.00063338596	0.0068759862	0.0040061893	2.5028394e-06	0.065875955	0.07799738	0.0001284188	0.49471495
a31	1.30158005e-14	1.4497449e-11	7.933785e-16	7.560333e-07	8.2073915e-05	0.0010781516	0.033391073	0.152224	0.12914166	0.06840465	0.108342804	0.055653535	0.00036857632	0.012785637	0.011714293	6.777807e-07	0.3017155	0.08451146	4.266462e-07	0.040584702
a46	2.4504616e-16	4.594152e-12	4.622981e-13	2.5743728e-07	0.000100039135	0.0004655703	0.0052656177	0.023369076	0.046461556	0.015983135	0.072798565	0.015017465	0.0003594663	0.00642151	0.002867832	6.8194805e-07	0.029230801	0.13876748	3.282665e-05	0.64285815
a31	6.8715966e-16	1.9477968e-11	1.2339614e-12	5.298694e-08	5.208729e-05	0.0015883023	0.07601428	0.28344095	0.21499702	0.07949328	0.117297605	0.021553807	0.00051233656	0.0054381797	0.0017020012	1.4476171e-06	0.047085363	0.023469098	9.693257e-05	0.12725724
a8	9.501568e-17	4.2545815e-12	3.194395e-13	1.0432156e-07	4.252686e-05	0.00020036407	0.0029169612	0.017701421	0.047442235	0.021629943	0.087297	0.017927885	0.00029551517	0.0043059047	0.0015192776	7.5946264e-07	0.013480054	0.11087486	5.767899e-05	0.6743075
a39	1.2305829e-15	3.2122947e-11	3.3026889e-12	1.2835176e-07	0.00012940772	0.002757813	0.08018005	0.25770125	0.19088663	0.06928827	0.115805425	0.020244451	0.00046826917	0.0061957543	0.003163062	2.3123848e-06	0.060658555	0.028850203	8.425951e-05	0.16358414
a31	5.773517e-15	7.9926335e-12	1.3616818e-15	9.500173e-08	3.4541703e-05	0.0010336593	0.055995934	0.22660525	0.1831504	0.097446226	0.15028231	0.04554893	0.00014711022	0.0067756893	0.0054703043	3.6878632e-07	0.12862529	0.03735706	1.1680193e-06	0.06152574
