 	ho	scritto	una	lettera	al	mio	fratello	</S>
a10	0.0020379839	0.0036210385	0.0073734187	0.002510278	0.0068858378	0.024974482	0.91495854	0.037638433
a31	1.6669053e-06	2.7797738e-05	0.024218662	0.28776848	0.46185246	0.20634666	0.01900137	0.0007828014
a37	4.2664269e-07	1.9049052e-06	0.001049977	0.021562073	0.35912213	0.5902456	0.024869837	0.0031480738
a31	1.4012893e-05	0.00016494903	0.03107001	0.193634	0.23750636	0.114221916	0.11224993	0.3111388
a20	0.00029828685	0.006337221	0.015647726	0.01807731	0.12157946	0.34183916	0.4867633	0.009457468
a31	6.924248e-05	0.00035293718	0.00017760762	0.00090239354	0.01733079	0.07697591	0.74582714	0.15836395
a20	1.5051255e-06	4.11564e-05	3.924408e-05	6.7222994e-05	0.0016164667	0.024112266	0.879776	0.09434618
a13	1.9213327e-07	6.516946e-07	6.625298e-08	2.2601166e-07	2.9448034e-05	0.0007097396	0.12041468	0.878845
a20	3.254886e-08	1.3194126e-07	5.3510895e-08	3.8600223e-07	7.951645e-05	0.0021538606	0.21781242	0.77995354
a24	1.6046544e-08	7.4587966e-08	1.7541785e-08	1.3548889e-07	3.8771585e-05	0.0006105211	0.08911561	0.91023487
a31	5.3819225e-09	5.3365374e-09	2.7078424e-09	2.6689355e-08	1.2067635e-05	0.00062084035	0.060765255	0.9386018
a0	2.4261946e-09	4.8259476e-09	1.3297392e-09	1.4144401e-08	1.915482e-05	0.0003872029	0.028066374	0.97152734
a35	1.6665311e-07	7.3745696e-07	3.485753e-07	2.2619574e-06	0.00023130643	0.004196411	0.12563619	0.8699326
a0	9.691637e-07	2.0444108e-06	4.708494e-07	2.6644875e-06	0.000660094	0.010728157	0.13612202	0.85248363
a31	7.3234164e-06	8.533956e-06	1.450715e-06	2.0142413e-06	0.00051016465	0.0074553597	0.07310543	0.9189098
a11	7.169353e-08	1.7173194e-07	4.2338048e-08	2.707407e-07	8.414986e-05	0.0016001241	0.034757875	0.96355736
a20	6.907137e-05	6.181423e-05	1.0496705e-05	9.929214e-06	0.0009037187	0.01599644	0.11974807	0.8632005
a41	0.0001605387	0.00012970739	1.7978735e-05	1.3899899e-05	0.0010173518	0.009596673	0.06286176	0.926202
a10	1.9282334e-07	3.684553e-07	7.13946e-08	2.603464e-07	0.000106586594	0.0021676396	0.029563107	0.9681618
</S>	0.000192762	0.00013214018	9.65199e-06	3.913127e-06	0.00012565352	0.0022679355	0.039138503	0.9581295
