 	quella	famiglia	non	ha	da	mangiare	</S>
a20	0.000112342976	0.0025900267	0.00010541173	4.4420726e-06	0.0011617788	0.19293624	0.80308974
a31	0.257864	0.71273774	0.008326719	0.009722232	0.0063562067	0.0043366468	0.000656553
a37	0.002250766	0.99737597	0.0001481053	1.0619101e-05	0.000104678715	6.286443e-05	4.710605e-05
a31	0.007943435	0.99006534	0.0003914692	6.120674e-05	0.0004491085	0.00036273064	0.00072671985
a13	0.00017751288	0.99694484	0.001351424	4.3504388e-05	0.00039251437	0.00067483453	0.00041538058
a31	0.0074278465	0.93224156	0.008668126	0.011588111	0.031459343	0.007896401	0.0007185518
a43	0.00016492046	0.34372428	0.018232005	0.013480707	0.23362306	0.38007787	0.01069717
a31	7.4447594e-06	0.051392835	0.0003649528	0.0054091946	0.84057313	0.090403676	0.01184877
a20	1.4602358e-06	0.020970233	0.001223814	0.002152769	0.11946553	0.81169647	0.04448968
a31	3.8688904e-07	0.031472772	0.00013228456	0.00093044754	0.7689382	0.1653695	0.03315646
a11	1.9666378e-10	0.00058847794	4.2409115e-06	1.6533682e-05	0.008933282	0.5403214	0.45013607
a31	1.0658805e-08	0.012038107	1.3026547e-05	2.0047693e-05	0.13711098	0.6899507	0.16086715
a30	1.2987762e-13	6.522583e-05	2.6163011e-08	1.961371e-07	0.0006180758	0.0909048	0.9084117
a31	4.4685677e-08	0.02418619	6.566487e-05	3.611549e-05	0.09129078	0.71542996	0.16899124
a42	5.752915e-14	2.5164181e-05	2.0979861e-08	1.4422253e-07	0.0005659674	0.09378619	0.90562254
a20	5.833392e-13	0.0013680672	4.347111e-07	1.2547015e-07	0.002240019	0.5728723	0.423519
a31	3.818642e-10	0.0027570582	1.9697784e-06	1.9207273e-06	0.014915367	0.7575287	0.22479498
a20	1.106068e-12	1.0112153e-06	5.1374517e-08	7.1017996e-07	0.00045331527	0.29960653	0.69993836
</S>	3.0189304e-10	0.0034069284	8.8093833e-07	3.9467008e-07	0.0015865325	0.5097222	0.48528314
