 	non	aveva	dove	aveva	per	stare	</S>
a7	0.00032720025	6.439558e-05	0.025760898	0.033370767	0.24886109	0.077300996	0.6143147
a31	1.4231965e-06	5.2930714e-05	0.056721963	0.29542956	0.45331937	0.119051084	0.07542372
a29	0.00036272148	5.360934e-05	0.0624193	0.011454331	0.53069836	0.006786104	0.3882256
a19	6.29592e-07	3.3622555e-07	0.0055679544	0.009153402	0.6415513	0.034626875	0.30909947
a46	1.2613178e-09	2.2679525e-11	9.3928224e-07	2.5386744e-05	0.625799	0.006208848	0.3679658
a31	3.6941278e-10	1.4050214e-10	9.703496e-07	2.5564368e-05	0.80277365	0.02531119	0.17188865
a38	9.509779e-10	8.077543e-10	1.2256772e-06	3.6706426e-06	0.5332187	0.09422367	0.37255278
a31	1.3960865e-11	4.901217e-13	3.3840405e-10	1.4712631e-07	0.16533604	0.08934986	0.74531394
a20	1.361573e-11	2.8851216e-12	2.0375972e-09	3.7085716e-08	0.02136161	0.03315399	0.9454844
a31	1.5797545e-10	1.5636161e-12	1.5909941e-10	2.2120368e-08	0.030287763	0.01885107	0.9508611
a0	3.8351145e-12	1.0085764e-13	2.9804298e-11	1.9576374e-09	0.0015654869	0.001871727	0.9965628
a31	2.0237388e-11	3.8887532e-13	8.205801e-11	2.0393692e-08	0.02791166	0.03040402	0.94168425
a46	1.0275484e-11	1.2940483e-12	1.6922241e-09	1.2057833e-08	0.025252363	0.037282374	0.93746525
a18	5.956363e-12	7.1476587e-13	4.141412e-10	1.3686512e-08	0.026617078	0.08141075	0.8919721
</S>	2.8969784e-12	3.0603604e-13	2.2081769e-11	5.7699054e-09	0.0115593355	0.1357005	0.85274017
