 	loro	non	vengono	non	li	aspettiamo	mangiamo	</S>
a20	3.1728598e-06	7.5418575e-06	0.0007142081	0.007068079	0.007899101	0.018198675	0.96382713	0.0022820565
a46	3.6481342e-08	1.3683616e-07	2.4420838e-06	6.0085367e-06	0.001781954	0.99818206	2.687116e-05	5.3325743e-07
a39	2.1946714e-06	1.18962426e-07	5.010521e-07	3.2936134e-07	0.00039963803	0.99951744	7.609251e-05	3.7253237e-06
a31	1.2141789e-05	3.1961144e-07	7.024629e-06	3.925198e-06	0.0013394568	0.99695265	0.0016370069	4.7386166e-05
a20	2.4140836e-06	1.5067481e-08	1.1739385e-07	7.057574e-08	0.00037614218	0.99511576	0.0044995407	6.0346883e-06
a31	8.3384855e-08	2.331431e-09	1.7101648e-07	3.7603053e-07	0.00056754425	0.99316823	0.006175876	8.76849e-05
a15	6.782423e-08	8.9169166e-10	2.5665711e-08	4.4612253e-08	0.00019183889	0.9870812	0.012722171	4.712088e-06
a11	1.8280414e-11	5.482579e-13	9.0213104e-10	2.4464454e-08	0.00039716627	0.9937807	0.005730214	9.196263e-05
a31	1.1227155e-12	3.136275e-14	1.1301504e-10	2.4796996e-08	0.0013529841	0.98295355	0.015193554	0.00049990596
a46	3.7051673e-10	8.9814085e-12	2.2994087e-08	9.336424e-07	0.0033200672	0.9759738	0.020697387	7.84236e-06
a31	4.3109459e-13	3.5074472e-14	4.3387908e-11	4.9254464e-08	0.0120430365	0.43860027	0.5461379	0.0032187738
a46	2.0761028e-11	2.9611418e-13	5.0720855e-10	4.6297362e-08	0.0012266254	0.48394272	0.51409006	0.00074055407
a31	2.8208956e-13	1.3236328e-14	3.321706e-12	3.6612005e-09	0.0023333945	0.23408313	0.7323468	0.0312367
a15	9.128355e-13	2.0716969e-14	1.6526612e-11	8.781346e-10	0.00012843322	0.23065351	0.7609055	0.008312535
a31	1.5982283e-13	7.91891e-15	3.3949493e-13	2.8121228e-10	0.00039460443	0.25117964	0.6220436	0.12638222
a20	4.946476e-14	2.267016e-15	9.168133e-13	2.242302e-11	1.26879195e-05	0.11088232	0.84391594	0.045189038
a18	7.4097e-14	4.545641e-15	7.1954114e-14	3.4239146e-11	5.9742055e-05	0.1417737	0.42285562	0.435311
a46	6.859135e-14	2.876685e-15	7.248091e-14	2.4742024e-11	6.564153e-05	0.15958445	0.54598814	0.29436174
a31	3.1130006e-14	1.0767104e-15	5.984738e-14	8.303892e-12	1.9291856e-05	0.018281069	0.4788849	0.50281465
a15	3.4400627e-15	1.0980216e-16	1.66239e-14	4.6217576e-13	4.816435e-07	0.021270754	0.43372115	0.5450075
a31	1.2491409e-13	4.30069e-15	5.842346e-14	9.260501e-12	1.33708445e-05	0.03804145	0.47317612	0.48876908
a37	1.4834032e-15	3.8056254e-17	3.14462e-15	5.6107503e-14	9.2910675e-08	0.0059025194	0.14954375	0.8445537
a35	1.1712763e-13	3.1018675e-15	4.802519e-14	7.725682e-12	9.390001e-06	0.04907125	0.42079055	0.5301288
a31	4.891449e-13	8.431258e-15	5.0144426e-13	3.5046372e-11	3.0497178e-05	0.013219532	0.6294695	0.35728052
a46	3.5908784e-13	3.3701957e-15	2.1788337e-13	3.0727844e-12	2.5989677e-06	0.004873795	0.14605477	0.8490688
a31	4.072046e-12	3.9030546e-14	2.2628067e-12	1.3270363e-10	3.5307996e-05	0.019761937	0.5612466	0.41895613
a11	9.0383484e-13	1.1713626e-14	5.1294076e-13	3.2320006e-12	8.6511113e-07	0.0034223201	0.09007421	0.90650254
a31	2.5871883e-13	6.5569727e-15	6.846259e-14	2.640489e-11	2.7976585e-05	0.019868754	0.608866	0.3712373
a46	3.6751572e-13	7.349161e-15	2.2299203e-13	9.122249e-13	2.579014e-07	0.0015873793	0.056851063	0.94156134
a20	3.9172003e-12	4.700555e-14	1.827901e-12	7.795653e-11	9.901729e-06	0.013629844	0.28509936	0.7012608
</S>	7.7452876e-14	6.346766e-15	1.6089103e-14	2.3055965e-12	3.6856438e-06	0.0022769242	0.12060648	0.8771129
