 	mia	figlia	vuole	andare	</S>
a46	2.8399186e-06	5.3472206e-05	0.0011837109	0.997203	0.001556997
a31	0.10806492	0.14671502	0.3576476	0.3241025	0.06347001
a7	0.0054279645	0.34830034	0.55416846	0.08810881	0.003994467
a20	0.00022289032	0.03162176	0.12384849	0.5013725	0.34293437
a31	1.882799e-06	0.00025630838	0.006760872	0.58658975	0.40639114
a46	1.7662097e-07	1.2398168e-05	0.001495111	0.9969913	0.0015009921
a31	3.0825827e-08	4.15053e-06	0.0002015599	0.9829928	0.016801436
a46	1.4680356e-09	7.275924e-08	1.9951467e-05	0.9727331	0.027246801
a31	8.8633245e-10	1.3905603e-07	2.320293e-05	0.73791677	0.26206
a11	1.3149184e-11	8.9536084e-10	3.6966148e-07	0.13148667	0.868513
a3	1.183244e-11	1.3031596e-09	5.674196e-07	0.06158112	0.9384183
a31	1.037004e-12	8.2220265e-11	6.8795394e-08	0.0059604156	0.99403954
a27	5.657104e-12	4.186483e-10	1.4803497e-07	0.004152651	0.9958473
a0	1.7880913e-10	1.1661918e-08	2.2527802e-06	0.005547886	0.99444985
</S>	3.620913e-09	9.5121855e-08	2.0734386e-05	0.0034948858	0.9964843
