 	lo	sentii	che	viene	</S>
a43	9.712899e-07	0.047503587	0.010432272	0.003678227	0.93838495
a17	0.026360136	0.010673077	0.01117226	0.110266834	0.8415277
a11	7.21753e-07	0.1130276	0.31299725	7.8822864e-05	0.57389563
a31	6.246716e-08	0.039300002	0.33956754	7.251803e-05	0.62105983
a46	1.6495129e-08	0.005842321	0.41901875	8.0765465e-05	0.57505816
a6	5.293142e-10	0.0004926492	0.179438	8.478689e-06	0.8200609
a31	5.2930514e-11	1.3873247e-05	0.06437825	3.5607857e-07	0.9356075
a15	2.886784e-11	1.3385727e-05	0.020489065	7.2235166e-06	0.97949034
a20	1.1302994e-11	7.039355e-09	0.0001333737	8.5679845e-09	0.9998666
a31	1.2017028e-12	3.6500283e-10	2.1632337e-05	3.582902e-09	0.9999783
a17	1.0289329e-11	4.198601e-05	0.03249609	2.9175115e-07	0.9674616
a31	7.292203e-12	3.2129304e-07	0.0006982328	1.6611692e-08	0.99930143
a13	5.8477644e-14	4.8404445e-07	0.016532548	9.767741e-09	0.9834669
a39	3.921542e-12	6.018611e-08	0.0010734366	6.244495e-09	0.99892646
a46	1.1644021e-11	1.3700497e-08	0.00011513532	2.8889056e-08	0.99988484
a31	6.9491335e-14	2.453876e-09	7.739545e-05	3.8018648e-08	0.9999225
a18	1.3413517e-14	2.1844595e-09	0.00010017055	7.57877e-09	0.99989986
</S>	7.0607066e-12	1.2429411e-09	6.2118943e-06	1.0936187e-08	0.9999938
