 	dove	aveva	per	stare	non	aveva	</S>
a24	0.00014710231	1.3600893e-05	0.0151049	0.07649863	0.34068492	0.053652085	0.5138988
a20	1.0931935e-07	5.5814844e-08	0.0009242053	0.003560089	0.10197358	0.004521048	0.88902086
a13	8.097379e-06	5.8344594e-06	0.022779789	0.006553635	0.39912748	0.0071712164	0.56435394
a37	1.6066684e-06	4.5341852e-07	0.0014266592	0.0013543667	0.3243083	0.0033008617	0.6696078
a24	9.641872e-08	9.398105e-10	7.816891e-06	9.483084e-05	0.30047512	0.0018258624	0.6975963
a31	3.8366004e-08	1.6540408e-11	6.594632e-09	1.3255611e-06	0.1539807	0.0012005288	0.84481734
a20	6.4695377e-07	3.5229643e-08	1.6142749e-05	4.8365637e-05	0.07112084	0.0043647173	0.92444927
a0	1.8218481e-08	7.503358e-11	2.2032416e-09	1.966853e-07	0.07859063	0.015663717	0.9057454
a20	1.8738736e-10	1.8650643e-12	1.818883e-10	3.100993e-08	0.009140881	0.031053055	0.9598061
a31	7.229655e-10	7.3585565e-12	2.5127725e-10	4.7716025e-08	0.010107714	0.06815224	0.92174
a8	9.561232e-12	2.7997933e-13	2.483987e-10	2.2292088e-08	0.0011081594	0.0070240875	0.9918677
a23	9.8155276e-11	4.294575e-12	6.6712085e-09	1.9571398e-06	0.022920046	0.18492772	0.79215026
a38	1.3977231e-11	7.385089e-13	9.713014e-10	3.068296e-07	0.0076343613	0.09732773	0.8950376
a33	5.370932e-12	3.1748226e-13	3.1614003e-10	9.807559e-08	0.0036015694	0.046640154	0.9497582
a31	8.478539e-12	4.894297e-13	5.925566e-10	1.3742437e-07	0.004082754	0.033955324	0.9619618
a24	1.163721e-12	6.942109e-14	4.2596406e-11	1.4077644e-08	0.00069170917	0.009390536	0.9899177
a18	6.033739e-12	3.5143204e-14	8.367667e-14	6.300187e-13	2.2362407e-08	1.6870063e-05	0.9999831
a31	1.7144064e-14	1.7235466e-15	4.964851e-14	4.117339e-11	7.330962e-07	0.00044535685	0.99955386
a33	1.7986953e-14	1.8425264e-15	8.857932e-14	5.6710855e-11	2.6536675e-06	0.00044333134	0.999554
</S>	1.4668765e-13	1.6738386e-14	2.590547e-12	1.0521255e-09	0.00019329999	0.008903769	0.99090296
