 	ho	cosa	a	fare	</S>
a23	3.379504e-06	0.00039555217	0.12560025	0.042417508	0.83158326
a17	0.01313746	0.006509921	0.030920781	0.15360741	0.79582447
a31	3.9817633e-07	1.1164091e-05	0.21756919	0.11089341	0.67152584
a8	1.746083e-06	6.76651e-06	0.04075746	0.15839422	0.8008398
a31	3.934356e-08	5.7144865e-07	0.04877253	0.09749809	0.8537288
a13	1.3019584e-07	9.952049e-07	0.023841454	0.07756776	0.8985897
a24	2.0660462e-10	4.848331e-08	0.0026036988	0.008572723	0.9888235
a31	8.582778e-12	3.0082261e-09	5.6563913e-05	0.0007189183	0.99922454
a13	2.3835456e-10	3.5122252e-07	0.0027379286	0.0040771156	0.9931846
a31	3.4117555e-13	1.3652731e-09	0.00027082098	0.0046763495	0.9950529
a18	2.8639617e-14	7.9747625e-11	1.9386387e-05	0.001367052	0.9986136
a0	6.729088e-14	1.7647899e-11	1.177377e-06	0.00050387933	0.9994949
a39	1.3474329e-12	8.7509855e-10	2.7975382e-06	0.0002861232	0.9997111
</S>	3.0572476e-12	1.0408465e-09	2.7814428e-06	0.00031774773	0.99967945
