 	è	pericoloso	di	nuotare	nella	notte	</S>
a31	0.0001891794	0.0050943126	0.030890716	0.24793158	0.26232216	0.29307428	0.16049773
a20	2.4278528e-05	0.00020046202	0.007441845	0.109315604	0.782351	0.096007384	0.0046593198
a31	1.5269839e-08	4.2848467e-07	0.0036954407	0.7478795	0.19629307	0.04902778	0.0031037198
a37	7.70484e-08	1.4478368e-05	0.0023169897	0.74307865	0.23823537	0.01566475	0.0006896695
a31	1.8885568e-07	1.8658267e-05	0.00026277357	0.19369595	0.58231324	0.2217777	0.0019314642
a30	2.1485048e-05	0.00078235415	0.00076420937	0.11037122	0.3208543	0.56473684	0.0024695932
a13	6.946145e-06	0.00033098282	0.0014977439	0.068414465	0.625675	0.29913166	0.0049432274
a20	5.466558e-07	1.3584973e-05	7.389655e-05	0.008087931	0.20622198	0.78297305	0.0026290882
a41	8.352474e-09	1.2116494e-07	4.698052e-07	0.00063385593	0.029118773	0.96531093	0.004935891
a33	7.3002035e-11	1.6202799e-09	1.1032171e-08	0.00015938106	0.013512609	0.93635625	0.049971726
a31	1.1569912e-11	2.6780353e-10	2.356688e-09	5.263131e-05	0.012288029	0.8569654	0.13069405
a41	8.7377406e-12	7.7374045e-11	7.929028e-10	1.0620235e-05	0.009902459	0.78801554	0.20207135
a0	1.605978e-12	1.0532486e-11	1.5382788e-10	5.6266135e-06	0.00516891	0.7192937	0.27553177
a31	7.090658e-13	1.3686983e-12	2.189742e-11	4.4085598e-07	0.0013792717	0.44665816	0.55196214
a24	2.6114587e-13	5.834696e-13	1.0912114e-11	7.9982584e-08	0.0005413101	0.19276312	0.8066955
a31	6.258832e-13	5.224412e-14	2.0138073e-13	5.463308e-10	2.0018899e-05	0.14701283	0.85296714
a20	4.9825836e-14	2.8156888e-14	7.104479e-13	3.6722597e-10	5.5285154e-06	0.023170069	0.97682434
</S>	4.640303e-12	1.9909825e-12	5.6383336e-12	8.249652e-09	3.8403396e-05	0.06368478	0.93627685
