 	dovevo	comprare	il	pane	</S>
a31	5.135599e-05	0.14281313	0.16648854	0.47471312	0.21593384
a46	0.020547971	0.34800643	0.17953472	0.32272545	0.12918538
a31	3.1939135e-06	0.14119631	0.49223056	0.118954964	0.24761495
a18	0.0001994696	0.29215425	0.26359153	0.28500804	0.15904668
a13	4.702027e-06	0.31360075	0.114347465	0.13962166	0.43242547
a0	3.436261e-06	0.3435318	0.1994826	0.08547114	0.37151107
a20	6.9071215e-09	0.016874619	0.024087965	0.054789092	0.90424836
a7	8.515747e-10	0.0020784775	0.008624088	0.07890501	0.9103924
a20	8.216033e-11	0.00039318256	0.002335606	0.06552901	0.9317422
a31	6.2295495e-11	0.0003612372	0.0049139718	0.1402127	0.85451216
a11	4.9126137e-12	8.445277e-05	0.00083772663	0.09535145	0.9037264
a39	1.0981445e-11	2.242716e-05	0.000888741	0.08587077	0.913218
a31	9.349406e-13	2.0895527e-06	0.00011397631	0.017049525	0.98283446
a13	3.0139092e-14	7.589588e-08	3.1173106e-06	0.0013573633	0.9986394
a17	4.3709036e-13	1.3848656e-06	6.548727e-05	0.011567633	0.98836553
a31	7.7279634e-14	2.1564298e-07	1.4730587e-05	0.0030481822	0.9969369
a46	5.2058564e-15	1.3609007e-09	1.2935328e-07	7.990994e-05	0.99992
a20	4.3367304e-14	1.0783669e-08	1.3280254e-06	0.0005411762	0.99945754
a31	5.2602247e-14	9.0740194e-08	4.0197347e-06	0.0011227211	0.9988732
</S>	4.0382702e-15	7.451653e-11	9.040327e-09	1.1763253e-05	0.9999882
