 	deve	essere	bianco	</S>
a31	3.318023e-05	0.9948486	0.0014273336	0.0036909492
a11	0.31374314	0.5775817	0.094006285	0.014668806
a31	0.7083573	0.18339892	0.014203652	0.09404018
a37	0.70392567	0.28131843	0.009732482	0.005023488
a31	0.14568125	0.7996473	0.02613285	0.028538574
a37	0.0010501499	0.9932447	0.0051127365	0.00059248036
a31	4.0327974e-05	0.9412166	0.05309182	0.0056512915
a20	3.1365296e-05	0.9836985	0.015103542	0.0011667373
a31	1.5095226e-07	0.6625668	0.31708187	0.020351166
a0	2.1409448e-08	0.8339597	0.11614453	0.049895816
a31	3.1058586e-11	0.21822892	0.48404765	0.29772335
a20	2.0596478e-11	0.1422596	0.11988676	0.73785365
a18	1.9053047e-12	0.031495098	0.37855133	0.5899536
</S>	1.3435598e-11	0.001448767	0.6841961	0.31435508
