 	allora	io	ora	sto	studiando	di	maestra	ma	ho	una	sorella	mia	sorella	studia	quest	anno	che	viene	per	medico	</S>
a31	1.2800615e-09	9.394772e-07	1.3006085e-06	0.00011447866	6.2124377e-09	0.0008561624	0.0003118353	0.17719063	0.003681473	0.010033085	0.32270983	0.012330591	0.29509056	0.05867356	0.00019012153	1.6628193e-05	0.00028526026	3.0035827e-09	0.002061942	0.11214006	0.00431152
a17	0.0004715195	0.00013963263	0.00034762133	0.00028514353	9.1681265e-08	0.003452276	0.11325549	0.6394635	0.030394014	0.10849067	0.05698666	0.024164442	0.017500432	0.0011117312	2.9339011e-05	2.867329e-05	0.0028206352	3.7919065e-08	0.0007183454	0.00019368994	0.00014610295
a31	6.68742e-06	8.432007e-06	0.00017755576	0.00028916943	9.01368e-08	0.003519111	0.1358218	0.3981679	0.06096226	0.12151389	0.053436313	0.06742015	0.042215	0.010542332	0.0025621569	0.0018237078	0.097725645	3.09338e-08	0.0012248433	0.0011294347	0.001453523
a17	3.627597e-05	1.1951576e-05	0.0002620345	0.00032342444	2.1587573e-06	0.0022607194	0.087039135	0.43634874	0.011550028	0.15604393	0.035879392	0.014217885	0.018541045	0.0029009143	0.0009617554	0.023128107	0.09820829	6.9289155e-07	0.096733116	0.014159395	0.0013910505
a31	1.856196e-09	1.6651605e-08	2.7650742e-06	1.2973758e-05	1.1577834e-07	0.001020581	0.13556454	0.03592659	0.002842788	0.021477481	0.00527098	0.0036841738	0.004077013	0.0013990756	0.0010539276	0.069602944	0.33709157	9.785325e-07	0.27127457	0.10262653	0.007070292
a34	1.0788836e-09	1.3683274e-07	6.1010405e-07	2.2704626e-05	2.843898e-07	4.6803336e-05	0.0008691053	0.007727222	0.0016415	0.009612241	0.010744199	0.0034411186	0.008400004	0.0046411157	0.0022342408	0.012930678	0.01795101	3.250661e-06	0.18219541	0.662306	0.07523236
a1	5.60257e-12	2.141373e-11	4.7834703e-10	1.8431311e-07	1.0224887e-10	1.1894114e-05	0.0060409694	0.017631736	0.0057154074	0.025474168	0.039577384	0.009155607	0.025550537	0.018730246	0.0055884887	0.0023744043	0.023271274	5.664224e-08	0.02084051	0.6375457	0.16249147
a35	2.8197678e-10	6.838777e-09	3.766705e-08	6.909625e-07	3.0914518e-09	3.915794e-06	0.0009986517	0.0014428378	0.00052920746	0.0019756549	0.0025062182	0.0011876045	0.002719732	0.0025493926	0.0009731045	0.00134043	0.014571282	1.203711e-05	0.118547045	0.65315354	0.19748855
a31	3.4305302e-12	2.2512602e-12	4.1539472e-10	3.1655347e-08	2.911878e-10	1.1006284e-05	0.0029869732	0.0011639586	0.0009201148	0.0030167822	0.0031219376	0.0017453552	0.00341854	0.0031646765	0.0020329324	0.0042954306	0.023134662	3.746639e-08	0.05219581	0.7122574	0.1865343
a20	2.5727251e-09	7.958363e-08	9.21392e-08	6.4208645e-05	1.02383035e-08	0.00018580354	0.0032726633	0.050577067	0.013571554	0.04903239	0.094866686	0.020394769	0.060257446	0.042232823	0.0057223174	0.0022188416	0.004769321	3.2165094e-06	0.07465366	0.49765217	0.080524944
