 	sta	seduta	nel	giardino	nel	giardino	</S>
a33	5.9505555e-07	1.91888e-06	0.0019595465	0.10169879	0.020381296	0.8756258	0.000332028
a31	0.0006267115	0.0007429573	0.060672887	0.41841757	0.42550594	0.0543376	0.039696272
a20	1.776794e-05	8.695923e-06	0.017226025	0.79041296	0.1847896	0.002651812	0.0048929616
a31	1.5149649e-08	7.1616705e-07	0.13097371	0.57314795	0.2828629	0.00845144	0.0045632254
a20	4.212917e-09	5.977142e-08	0.00012995202	0.05301651	0.8601208	0.084924795	0.0018078713
a38	1.7825949e-11	2.764804e-08	0.0022896882	0.17534082	0.72731936	0.0922147	0.0028353531
a31	2.218539e-11	4.4430493e-08	0.002796954	0.18125457	0.6687665	0.122870825	0.02431115
a29	4.296346e-11	4.70143e-06	0.004385972	0.26324856	0.36443195	0.36016747	0.007761305
a20	6.5543335e-12	2.1024887e-08	0.00075691444	0.17324738	0.6051255	0.21084362	0.010026641
a31	6.1868483e-12	7.2207085e-09	0.00039736088	0.099779926	0.76990837	0.10086091	0.029053466
a20	6.70991e-14	1.8560657e-08	0.00052308524	0.15468556	0.19107465	0.63599855	0.017718144
a46	1.7380772e-12	2.207249e-09	9.2310016e-05	0.046100948	0.7505081	0.18146896	0.021829609
a31	1.4909563e-13	6.9759476e-10	0.00026519463	0.23870318	0.4393372	0.19462483	0.12706959
a20	7.7003376e-15	1.4167385e-10	4.9556325e-05	0.070016734	0.14353795	0.6337602	0.15263554
a31	5.796064e-13	3.923413e-10	1.3444901e-05	0.022933163	0.7116486	0.16702361	0.09838118
a39	2.0598497e-15	1.8502838e-11	1.4991005e-05	0.05097316	0.10035289	0.5264524	0.32220656
a0	2.3407909e-13	3.5345848e-10	1.4491233e-05	0.03267527	0.5733406	0.2490376	0.14493205
a20	1.2706657e-13	9.1255885e-11	5.148114e-06	0.076496035	0.3867827	0.2587397	0.27797648
a23	3.2183142e-14	1.9883236e-11	2.9696642e-08	0.0016719744	0.13131379	0.62399596	0.24301822
a31	2.797638e-15	1.5569354e-12	2.1783192e-07	0.023500746	0.12699544	0.33613545	0.5133681
a20	1.4332089e-15	1.629104e-12	2.573464e-07	0.013217548	0.066820554	0.18838006	0.7315815
a31	2.8012154e-14	1.7944052e-11	1.52625e-08	0.0006513684	0.06683658	0.73831826	0.1941938
a46	7.7492646e-16	1.4950111e-13	6.262693e-08	0.0061266073	0.034318507	0.09366582	0.865889
</S>	9.836729e-15	1.167125e-10	1.1772858e-06	0.0036775714	0.023950497	0.76609796	0.20627281
