 	ho	finito	di	scrivere	</S>
a38	3.2898345e-08	7.502776e-05	0.0022153792	0.98126787	0.01644175
a31	0.027847916	0.06514111	0.14473994	0.4062744	0.35599658
a15	3.9283215e-05	0.010709815	0.87976605	0.046735495	0.062749386
a18	1.1052183e-07	0.0018337377	0.15618126	0.22753437	0.6144505
a31	4.7147277e-09	5.417735e-05	0.016361771	0.43866932	0.5449147
a37	1.9317438e-08	2.8837287e-05	0.022186732	0.9152	0.06258442
a31	4.2529252e-10	1.3915147e-06	0.00013291129	0.8567424	0.14312334
a0	8.535664e-11	2.6698308e-07	0.00010529922	0.96704155	0.03285279
a31	5.8410915e-12	8.2999186e-08	1.3242783e-05	0.93352294	0.066463776
a18	1.4845e-13	1.4901456e-09	2.6505086e-06	0.6381218	0.36187556
a31	8.349476e-15	1.9625361e-10	1.5467783e-07	0.4432224	0.5567774
a39	7.005868e-16	1.661943e-12	3.2888359e-09	0.03858286	0.96141714
a20	4.4747078e-15	1.5488825e-11	1.2562143e-08	0.044961832	0.95503813
a31	6.494352e-14	4.4282297e-11	2.3594973e-08	0.018747864	0.9812522
a8	3.4345644e-15	1.0066901e-11	5.780966e-09	0.009129036	0.990871
a20	4.082177e-14	8.0397106e-11	2.5793035e-08	0.02019017	0.97980976
a31	1.0104327e-12	5.280707e-11	2.2038588e-08	0.0016263105	0.9983736
</S>	1.1231186e-14	6.800113e-12	9.125608e-09	0.0019503477	0.9980496
